"lang"
{
"Language"	"swedish"
"cavejohnson.eighties_intro10"	"<clr:205,149,117>Cave Johnson: Men månsten har även visat sig vara en utmärkt portalledare. Så nu ska vi se om vi inte kan bli kvitt mångiftet genom att hoppa fram och tillbaka genom de här nya portalerna. Om livet ger en citroner får man väl göra citronsaft. Vi måste tänka positivt och förlita oss på vetenskapen."
"[english]cavejohnson.eighties_intro10"	"<clr:205,149,117>Cave Johnson: Still, it turns out they're a great portal conductor. So now we're gonna see if jumping in and out of these new portals can somehow leech the lunar poison out of a man's bloodstream. When life gives you lemons, make lemonade. [coughs] Let's all stay positive and do some science."
"cavejohnson.eighties_intro12"	"<clr:205,149,117>Cave Johnson: Hur som helst vill jag ändå be er testa så snabbt ni bara kan. Kan du ge mig värktabletterna, Caroline."
"[english]cavejohnson.eighties_intro12"	"<clr:205,149,117>Cave Johnson: That said, I would really appreciate it if you could test as fast as possible. Caroline, please bring me more pain pills."
"cavejohnson.eighties_outro02"	"<clr:205,149,117>Cave Johnson: Alltså. Vi kan lagra musik på en CD-skiva, varför skulle vi då inte kunna lagra en människas intelligens och personlighet? Jag har några ingenjörer som jobbar på det nu."
"[english]cavejohnson.eighties_outro02"	"<clr:205,149,117>Cave Johnson: The point is: If we can store music on a compact disc, why can't we store a man's intelligence and personality on one? So I have the engineers figuring that out now."
"cavejohnson.eighties_outro05"	"<clr:205,149,117>Cave Johnson: Kartläggning av hjärnan. Artificiell intelligens. Vi borde ha börjat studera det här för trettio år sen. Jag säger bara en sak – och jag spelar in det, så att alla kan höra det hundra gånger om dagen: Om jag dör innan ni hinner lagra mig i en dator så vill jag att Caroline ska driva det här stället."
"[english]cavejohnson.eighties_outro05"	"<clr:205,149,117>Cave Johnson: Brain Mapping. Artificial Intelligence. We should have been working on it thirty years ago. I will say this - and I'm gonna say it on tape so everybody hears it a hundred times a day: If I die before you people can pour me into a computer, I want Caroline to run this place."
"cavejohnson.eighties_outro06"	"<clr:205,149,117>Cave Johnson: Hon kommer att streta emot. Säga att hon inte klarar av det. Hon är blygsam, men ni får tvinga henne."
"[english]cavejohnson.eighties_outro06"	"<clr:205,149,117>Cave Johnson: Now she'll argue. She'll say she can't. She's modest like that. But you make her."
"cavejohnson.eighties_outro07"	"<clr:205,149,117>Cave Johnson: Stoppa henne i min dator, det funkar för mig."
"[english]cavejohnson.eighties_outro07"	"<clr:205,149,117>Cave Johnson: Hell, put her in my computer. I don't care."
"cavejohnson.eighties_outro08"	"<clr:205,149,117>Cave Johnson: Okej, vi är klara här. Ni kan återgå till era arbetsuppgifter."
"[english]cavejohnson.eighties_outro08"	"<clr:205,149,117>Cave Johnson: Allright, test's over. You can head on back to your desk."
"cavejohnson.eighties_outro09"	"<clr:205,149,117>Cave Johnson: Jag har tänkt på en sak. Om livet ger en citroner ska man INTE göra citronsaft! Livet kan ta sina gamla citroner! Bli förbannad i stället! \"Jag vill inte ha dina jädra citroner! Vad ska jag med dem till?\""
"[english]cavejohnson.eighties_outro09"	"<clr:205,149,117>Cave Johnson: All right, I've been thinking. When life gives you lemons? Don't make lemonade. Make life take the lemons back! Get mad! 'I don't want your damn lemons! What am I supposed to do with these?'"
"cavejohnson.eighties_outro11"	"<clr:205,149,117>Cave Johnson: Kräv att få prata med chefen! Livet ska få ångra att det någonsin gav citroner till Cave Johnson! Vet du vem jag är? Jag är mannen som kommer att bränna ner ditt hus! Med citronerna! Jag ska be mina ingenjörer ta fram en antändbar citron som kan bränna ner hela ditt hus!"
"[english]cavejohnson.eighties_outro11"	"<clr:205,149,117>Cave Johnson: Demand to see life's manager! Make life rue the day it thought it could give Cave Johnson lemons! Do you know who I am? I'm the man who's going to burn your house down! With the lemons! I'm going to get my engineers to invent a combustible lemon that burns your house down!"
"cavejohnson.fifties_elevator_out_a01"	"<clr:205,149,117>Cave Johnson: Man brukar säga att stor vetenskap byggs på giganters axlar. Inte här inte. Vi på Aperture bygger vår vetenskap från grunden. Inget trams."
"[english]cavejohnson.fifties_elevator_out_a01"	"<clr:205,149,117>Cave Johnson: They say great science is built on the shoulders of giants. Not here. At Aperture, we do all our science from scratch. No hand holding."
"cavejohnson.fifties_fifth_test_complete03"	"<clr:205,149,117>Cave Johnson: Inte du, testdeltagaren, du sköter dig fint."
"[english]cavejohnson.fifties_fifth_test_complete03"	"<clr:205,149,117>Cave Johnson: Not you, test subject, you're doing fine."
"cavejohnson.fifties_fifth_test_complete08"	"<clr:205,149,117>Cave Johnson: Ja, du. Låda. Dina prylar. Ut genom dörren. Parkeringen. In i bilen. Hej då."
"[english]cavejohnson.fifties_fifth_test_complete08"	"<clr:205,149,117>Cave Johnson: Yes, you. Box. Your stuff. Out the front door. Parking lot. Car. Goodbye."
"cavejohnson.fifties_fifth_test_complete09"	"<clr:205,149,117>Cave Johnson: Vetenskap handlar inte om VARFÖR, utan om VARFÖR INTE. Varför är så mycket av vår vetenskap farlig? Varför gifter du dig inte med den snälla, säkra vetenskapen om du älskar den så mycket? Ta och uppfinn en särskild säkerhetsdörr som inte träffar dig i häcken när du går ut – du får nämligen sparken!"
"[english]cavejohnson.fifties_fifth_test_complete09"	"<clr:205,149,117>Cave Johnson: Science isn't about WHY. It's about WHY NOT. Why is so much of our science dangerous? Why not marry safe science if you love it so much. In fact, why not invent a special safety door that won't hit you on the butt on the way out, because you are fired."
"cavejohnson.fifties_fifth_test_intro01"	"<clr:205,149,117>Cave Johnson: Om du hör det här innebär det att du går och slår dank mellan testen. De på labbet säger att det kan vara ett tecken på rädsla."
"[english]cavejohnson.fifties_fifth_test_intro01"	"<clr:205,149,117>Cave Johnson: If you're hearing this, it means you're taking a long time on the catwalks between tests. The lab boys say that might be a fear reaction."
"cavejohnson.fifties_fifth_test_intro03"	"<clr:205,149,117>Cave Johnson: Jag är visserligen ingen psykiater, men när det kommer från ett gäng töntar som inte skulle känna igen farans tjusning om den så kom och ryckte dem i deras små rosa trosor skulle jag säga att det handlar om \"projicering\"."
"[english]cavejohnson.fifties_fifth_test_intro03"	"<clr:205,149,117>Cave Johnson: I'm no psychiatrist, but coming from a bunch of eggheads who wouldn't recognize the thrill of danger if it walked up and snapped their little pink bras, that sounds like 'projection'."
"cavejohnson.fifties_fifth_test_intro06"	"<clr:205,149,117>Cave Johnson: Det var inte DOM som utforskade rymden, stormade en strand eller grävde guld. Icke! För det gjorde vi! Det är du och jag mot världen, min vän. Jag gillar din kämpaglöd. Men du kan bli lite bättre på att fixa testen. Nu tar vi itu med det här!"
"[english]cavejohnson.fifties_fifth_test_intro06"	"<clr:205,149,117>Cave Johnson: THEY didn't fly into space, storm a beach, or bring back the gold. No sir, we did! It's you and me against the world, son! I like your grit! Hustle could use some work, though. Now let's solve this thing!"
"cavejohnson.fifties_fourth_test_complete01"	"<clr:205,149,117>Cave Johnson: Ta det piano, säger jag bara."
"[english]cavejohnson.fifties_fourth_test_complete01"	"<clr:205,149,117>Cave Johnson: I'm telling 'em, keep your pants on."
"cavejohnson.fifties_fourth_test_complete02"	"<clr:205,149,117>Cave Johnson: Nästa test kan omfatta en kortare tidsresa, så här kommer ett litet tips: Om du skulle träffa dig själv därute så undvik ögonkontakt. Killarna i labbet säger att det skulle stoppa tiden helt och hållet. Både framåt och bakåt. Så gör er båda en tjänst och låt snyggingen sköta sitt jobb i fred."
"[english]cavejohnson.fifties_fourth_test_complete02"	"<clr:205,149,117>Cave Johnson: Alright, this next test may involve trace amounts of time travel. So, word of advice: If you meet yourself on the testing track, don't make eye contact. Lab boys tell me that'll wipe out time. Entirely. Forward and backward! So do both of yourselves a favor and just let that handsome devil go about his business."
"cavejohnson.fifties_into_middle_of_test01"	"<clr:205,149,117>Cave Johnson: Ha! Jag gillar din stil. Du spelar efter dina egna regler, precis som jag."
"[english]cavejohnson.fifties_into_middle_of_test01"	"<clr:205,149,117>Cave Johnson: Ha! I like your style. You make up your own rules, just like me."
"cavejohnson.fifties_into_middle_of_test02"	"<clr:205,149,117>Cave Johnson: Räknenissarna säger att man inte får säga upp folk bara för att de sitter i rullstol, men det gjorde jag. Det är dyrt med ramper."
"[english]cavejohnson.fifties_into_middle_of_test02"	"<clr:205,149,117>Cave Johnson: Bean counters said I couldn't fire a man just for being in a wheelchair. Did it anyway. Ramps are expensive."
"cavejohnson.fifties_intro01"	"<clr:205,149,117>Cave Johnson: Välkommen till Aperture Science, mina herrar. Astronauter, krigshjältar, olympier – ni är alla här för att vi vill ha de allra bästa. Det vill säga er. Är ni redo för lite forskning?"
"[english]cavejohnson.fifties_intro01"	"<clr:205,149,117>Cave Johnson: Welcome, gentlemen, to Aperture Science. Astronauts, war heroes, Olympians--you're here because we want the best, and you are it. So: Who is ready to make some science?"
"cavejohnson.fifties_intro03"	"<clr:205,149,117>Cave Johnson: Ni har ju redan bekantat er lite med varandra i limousinen på vägen hit, så nu är det min tur att presentera mig."
"[english]cavejohnson.fifties_intro03"	"<clr:205,149,117>Cave Johnson: Now, you already met one another on the limo ride over, so let me introduce myself."
"cavejohnson.fifties_intro04"	"<clr:205,149,117>Cave Johnson: Mitt namn är Cave Johnson och det är jag som äger stället."
"[english]cavejohnson.fifties_intro04"	"<clr:205,149,117>Cave Johnson: I'm Cave Johnson. I own the place."
"cavejohnson.fifties_intro06"	"<clr:205,149,117>Cave Johnson: Den ivriga rösten som ni hörde förut tillhör den förtjusande Caroline, min assistent. Hon har redan överfört ert arvode till de olika välgörenhetsorganisationer som ni själva valt. Eller hur, Caroline?"
"[english]cavejohnson.fifties_intro06"	"<clr:205,149,117>Cave Johnson: That eager voice you heard is the lovely Caroline, my assistant. Rest assured, she has transferred your honorarium to the charitable organization of your choice. Isn't that right, Caroline?"
"cavejohnson.fifties_intro07"	"<clr:205,149,117>Cave Johnson: Hon är själva stommen i den här anläggningen. Vacker som en dag dessutom. Tyvärr är hon gift. Med vetenskapen."
"[english]cavejohnson.fifties_intro07"	"<clr:205,149,117>Cave Johnson: She's the backbone of this facility. Pretty as a postcard, too. Sorry, fellas. She's married. To science."
"cavejohnson.fifties_outro02"	"<clr:205,149,117>Cave Johnson: Grattis! Eftersom ni står här nu och lyssnar på mig innebär det att ni på ett utmärkt sätt har bidragit till forskningen."
"[english]cavejohnson.fifties_outro02"	"<clr:205,149,117>Cave Johnson: Congratulations! The simple fact that you're standing here listening to me means you've made a glorious contribution to science."
"cavejohnson.fifties_outro05"	"<clr:205,149,117>Cave Johnson: I egenskap av grundare och VD för Aperture Science vill jag tacka er för era insatser och hoppas att ni vill delta i ytterligare en testomgång."
"[english]cavejohnson.fifties_outro05"	"<clr:205,149,117>Cave Johnson: As founder and CEO of Aperture Science, I thank you for your participation and hope we can count on you for another round of tests."
"cavejohnson.fifties_outro07"	"<clr:205,149,117>Cave Johnson: Vi kommer inte att publicera resultaten offentligt förrän allt är helt färdigtestat, så så länge ni håller er i topptrim kommer det alltid att stå en limousine och vänta."
"[english]cavejohnson.fifties_outro07"	"<clr:205,149,117>Cave Johnson: We're not gonna release this stuff into the wild until it's good and damn ready, so as long as you keep yourself in top physical form, there'll always be a limo waiting for you."
"cavejohnson.fifties_outro08"	"<clr:205,149,117>Cave Johnson: Säg hej då, Caroline."
"[english]cavejohnson.fifties_outro08"	"<clr:205,149,117>Cave Johnson: Say goodbye, Caroline."
"cavejohnson.fifties_outro09"	"<clr:205,149,117>Cave Johnson: Hon är en riktig pärla."
