"lang"
{
"Language"	"turkish"
"[english]cavejohnson.cave_laugh04"	"<clr:205,149,117>Cave Johnson: [laugh]"
"cavejohnson.eighties_intro01"	"<clr:205,149,117>Cave Johnson: Zenginleştirme merkezine hoş geldiniz. [öksürür]"
"[english]cavejohnson.eighties_intro01"	"<clr:205,149,117>Cave Johnson: Welcome to the enrichment center. [cough]"
"cavejohnson.eighties_intro03"	"<clr:205,149,117>Cave Johnson: Testlere katılımı tüm çalışanlar için zorunlu yaptığımızdan beridir deneklerimizin kalitesi bir hayli arttı. Çalışanların korunması içinse tam tersi geçerli."
"[english]cavejohnson.eighties_intro03"	"<clr:205,149,117>Cave Johnson: Since making test participation mandatory for all employees, the quality of our test subjects has risen dramatically. Employee retention, however, has not."
"cavejohnson.eighties_intro04"	"<clr:205,149,117>Cave Johnson: [öksürür] Sonuç olarak, insan deneklerden vazgeçeceğimizi duymuş olabilirsiniz. Yine de hâlâ halletmemiz gereken birkaç şey var."
"[english]cavejohnson.eighties_intro04"	"<clr:205,149,117>Cave Johnson: [cough] As a result, you may have heard we're gonna phase out human testing. There's still a few things left to wrap up, though."
"cavejohnson.eighties_intro06"	"<clr:205,149,117>Cave Johnson: İlk olarak, dönüştürme jeli. [öksürür]"
"[english]cavejohnson.eighties_intro06"	"<clr:205,149,117>Cave Johnson: First up, conversion gel. [cough]"
"cavejohnson.eighties_intro07"	"<clr:205,149,117>Cave Johnson: Muhasebeciler, kelimenin tam anlamıyla bırak yetmiş milyon doları, yedi dolarlık ay taşlarının bile masrafını kaldıramayacağımızı söyledi. Yine de aldık, öğüttük ve bir jele dönüştürdük."
"[english]cavejohnson.eighties_intro07"	"<clr:205,149,117>Cave Johnson: The bean counters told me we literally could not afford to buy seven dollars worth of moon rocks, much less seventy million. Bought 'em anyway. Ground 'em up, mixed em into a gel."
"cavejohnson.eighties_intro08"	"<clr:205,149,117>Cave Johnson: Ve neymiş biliyor musunuz? Öğütülmüş ay taşları saf zehirmiş. Ölümcül bir hastalığa yakalandım."
"[english]cavejohnson.eighties_intro08"	"<clr:205,149,117>Cave Johnson: And guess what? Ground up moon rocks are pure poison. I am deathly ill."
"cavejohnson.eighties_intro10"	"<clr:205,149,117>Cave Johnson: Yine de, onların harika portal iletkenleri oldukları ortaya çıktı. Yani şimdi bu yeni portallara girip çıkmanın bir şekilde birinin kan dolaşımındaki ay zehrini çıkarıp çıkaramayacağını göreceğiz. Hayat sana limon verdiğinde, limonata yaparsın. [öksürür] Sadece olumlu düşünmeye çalışalım ve biraz bilim yapalım."
"[english]cavejohnson.eighties_intro10"	"<clr:205,149,117>Cave Johnson: Still, it turns out they're a great portal conductor. So now we're gonna see if jumping in and out of these new portals can somehow leech the lunar poison out of a man's bloodstream. When life gives you lemons, make lemonade. [coughs] Let's all stay positive and do some science."
"cavejohnson.eighties_intro12"	"<clr:205,149,117>Cave Johnson: Daha önce de dediğim gibi, eğer testleri olabildiğince hızlı geçebilirseniz gerçekten çok memnun olurum. Caroline, lütfen bana daha fazla ağrı kesici getir."
"[english]cavejohnson.eighties_intro12"	"<clr:205,149,117>Cave Johnson: That said, I would really appreciate it if you could test as fast as possible. Caroline, please bring me more pain pills."
"cavejohnson.eighties_outro02"	"<clr:205,149,117>Cave Johnson: Demek istediğim, eğer bir CD üzerinde müziği saklayabiliyorsak, neden birinin zekasını ve kişiliğini de saklayamayalım? Bu yüzden şu anda bunu çözmeye çalışan mühendislerim var."
"[english]cavejohnson.eighties_outro02"	"<clr:205,149,117>Cave Johnson: The point is: If we can store music on a compact disc, why can't we store a man's intelligence and personality on one? So I have the engineers figuring that out now."
"cavejohnson.eighties_outro05"	"<clr:205,149,117>Cave Johnson: Beynin haritasını çıkarmak. Yapay Zeka. Bunun üzerinde otuz yıl önce çalışıyor olmalıydık. Bunu söyleyeceğim ve kayıttayken söyleyeceğim ki herkes günde yüz kere duysun: Eğer siz beni bir bilgisayara aktarmadan önce ölürsem, burayı Caroline'ın yönetmesini istiyorum."
"[english]cavejohnson.eighties_outro05"	"<clr:205,149,117>Cave Johnson: Brain Mapping. Artificial Intelligence. We should have been working on it thirty years ago. I will say this - and I'm gonna say it on tape so everybody hears it a hundred times a day: If I die before you people can pour me into a computer, I want Caroline to run this place."
"cavejohnson.eighties_outro06"	"<clr:205,149,117>Cave Johnson: Şimdi itiraz edecek. Yapamayacağını söyleyecek. Öyle de alçakgönüllüdür işte. Ama onu zorlayın."
"[english]cavejohnson.eighties_outro06"	"<clr:205,149,117>Cave Johnson: Now she'll argue. She'll say she can't. She's modest like that. But you make her."
"cavejohnson.eighties_outro07"	"<clr:205,149,117>Cave Johnson: Onu benim bilgisayarıma yerleştirin. Umrumda değil."
"[english]cavejohnson.eighties_outro07"	"<clr:205,149,117>Cave Johnson: Hell, put her in my computer. I don't care."
"cavejohnson.eighties_outro08"	"<clr:205,149,117>Cave Johnson: Pekâlâ, test sona erdi. Masanıza geri dönebilirsiniz."
"[english]cavejohnson.eighties_outro08"	"<clr:205,149,117>Cave Johnson: Allright, test's over. You can head on back to your desk."
"cavejohnson.eighties_outro09"	"<clr:205,149,117>Cave Johnson: Pekâlâ, düşünüyordum da, hayat size limon veriyor ya? Limonata yapmayın. Hayatı limonları geri almaya zorlayın! Sinirlenin! 'Senin o lanet olası limonlarını istemiyorum! Onlarla ne yapmamı bekliyorsun?'"
"[english]cavejohnson.eighties_outro09"	"<clr:205,149,117>Cave Johnson: All right, I've been thinking. When life gives you lemons? Don't make lemonade. Make life take the lemons back! Get mad! 'I don't want your damn lemons! What am I supposed to do with these?'"
"cavejohnson.eighties_outro11"	"<clr:205,149,117>Cave Johnson: Hayattan kim sorumluysa onu görmeyi talep edin! Hayatın Cave Johnson'a limon verebileceğini düşündüğü günden pişmanlık duymasını sağlayın! Benim kim olduğumu biliyor musunuz? Ben evinizi yakacak olan adamım! Limonlarla! Mühendislerime evinizi yakacak yanıcı bir limon icat ettireceğim!"
"[english]cavejohnson.eighties_outro11"	"<clr:205,149,117>Cave Johnson: Demand to see life's manager! Make life rue the day it thought it could give Cave Johnson lemons! Do you know who I am? I'm the man who's going to burn your house down! With the lemons! I'm going to get my engineers to invent a combustible lemon that burns your house down!"
"cavejohnson.fifties_elevator_out_a01"	"<clr:205,149,117>Cave Johnson: Gerçek bilimin atalarımızın düşünceleri üzerine kurulduğunu söylerler. Burada değil. Biz Aperture'da tüm bilimimizi sıfırdan yaparız. Kimse kimsenin elinden tutmaz."
"[english]cavejohnson.fifties_elevator_out_a01"	"<clr:205,149,117>Cave Johnson: They say great science is built on the shoulders of giants. Not here. At Aperture, we do all our science from scratch. No hand holding."
"cavejohnson.fifties_fifth_test_complete03"	"<clr:205,149,117>Cave Johnson: Sen değil denek, sen iyi gidiyorsun."
"[english]cavejohnson.fifties_fifth_test_complete03"	"<clr:205,149,117>Cave Johnson: Not you, test subject, you're doing fine."
"cavejohnson.fifties_fifth_test_complete08"	"<clr:205,149,117>Cave Johnson: Evet, sen. Kutu. Eşyaların. Kapıdan dışarı. Park yeri. Araba. Hoşçakal."
"[english]cavejohnson.fifties_fifth_test_complete08"	"<clr:205,149,117>Cave Johnson: Yes, you. Box. Your stuff. Out the front door. Parking lot. Car. Goodbye."
"cavejohnson.fifties_fifth_test_complete09"	"<clr:205,149,117>Cave Johnson: Bilim NEDEN OLSUN üzerine değildir. Bilim NEDEN OLMASIN üzerinedir. Neden bilimimiz bu kadar tehlikeli? Eğer onu bu kadar çok seviyorsanız neden güvenli bilimle evlenmiyorsunuz? Aslında, neden çıkışta kıçınıza vurmayacak özel bir güvenlik kapısı icat etmiyorsunuz? Çünkü kovuldunuz."
"[english]cavejohnson.fifties_fifth_test_complete09"	"<clr:205,149,117>Cave Johnson: Science isn't about WHY. It's about WHY NOT. Why is so much of our science dangerous? Why not marry safe science if you love it so much. In fact, why not invent a special safety door that won't hit you on the butt on the way out, because you are fired."
"cavejohnson.fifties_fifth_test_intro01"	"<clr:205,149,117>Cave Johnson: Eğer bunu duyuyorsanız testler arasındaki köprülerde çok uzun zaman geçiriyorsunuz demektir. Laboratuvarcılar bunun bir korku reaksiyonu olabileceğini söylüyor."
"[english]cavejohnson.fifties_fifth_test_intro01"	"<clr:205,149,117>Cave Johnson: If you're hearing this, it means you're taking a long time on the catwalks between tests. The lab boys say that might be a fear reaction."
"cavejohnson.fifties_fifth_test_intro03"	"<clr:205,149,117>Cave Johnson: Ben psikiyatrist değilim fakat yanlarına yaklaşıp ufak pembe sütyenlerini çıkarttığında bile tehlikenin boyutunu farketmeyecek olan birkaç sivri zekanın söylediklerine bakılırsa, bu 'yansıtma' gibi duruyor."
"[english]cavejohnson.fifties_fifth_test_intro03"	"<clr:205,149,117>Cave Johnson: I'm no psychiatrist, but coming from a bunch of eggheads who wouldn't recognize the thrill of danger if it walked up and snapped their little pink bras, that sounds like 'projection'."
"cavejohnson.fifties_fifth_test_intro06"	"<clr:205,149,117>Cave Johnson: Uzaya çıkan, savaşa katılan veya altın madalyayı getiren ONLAR değildi. Hayır efendim, bizdik! Tüm dünyaya karşı sen ve ben evlat! Cesaretin hoşuma gitti! Gerçi, biraz daha hızlı olabilirsin. Şimdi bu şeyi çözelim!"
"[english]cavejohnson.fifties_fifth_test_intro06"	"<clr:205,149,117>Cave Johnson: THEY didn't fly into space, storm a beach, or bring back the gold. No sir, we did! It's you and me against the world, son! I like your grit! Hustle could use some work, though. Now let's solve this thing!"
"cavejohnson.fifties_fourth_test_complete01"	"<clr:205,149,117>Cave Johnson: Onlara anlatıyorum, sakin olun."
"[english]cavejohnson.fifties_fourth_test_complete01"	"<clr:205,149,117>Cave Johnson: I'm telling 'em, keep your pants on."
"cavejohnson.fifties_fourth_test_complete02"	"<clr:205,149,117>Cave Johnson: Pekâlâ, sıradaki bu test biraz zaman yolculuğu içerebilir. Bu yüzden ufak bir tavsiye: Eğer test alanında kendinizle karşılaşırsanız, göz temasında bulunmayın. Laboratuvarcıların bana söylediğine göre bu, zamanı silebilirmiş. Tamamen. Geleceği ve geçmişi! Yani ikiniz de kendinize bir iyilikte bulunun ve işleri oluruna bırakın."
"[english]cavejohnson.fifties_fourth_test_complete02"	"<clr:205,149,117>Cave Johnson: Alright, this next test may involve trace amounts of time travel. So, word of advice: If you meet yourself on the testing track, don't make eye contact. Lab boys tell me that'll wipe out time. Entirely. Forward and backward! So do both of yourselves a favor and just let that handsome devil go about his business."
"cavejohnson.fifties_into_middle_of_test01"	"<clr:205,149,117>Cave Johnson: Ha! Tarzını sevdim. Kendi kurallarını koyuyorsun, tıpkı benim gibi."
"[english]cavejohnson.fifties_into_middle_of_test01"	"<clr:205,149,117>Cave Johnson: Ha! I like your style. You make up your own rules, just like me."
"cavejohnson.fifties_into_middle_of_test02"	"<clr:205,149,117>Cave Johnson: Muhasebeciler birini sırf tekerlekli sandalyede diye kovamayacağımı söyledi. Ben yine de kovdum. Rampalar pahalı."
"[english]cavejohnson.fifties_into_middle_of_test02"	"<clr:205,149,117>Cave Johnson: Bean counters said I couldn't fire a man just for being in a wheelchair. Did it anyway. Ramps are expensive."
"cavejohnson.fifties_intro01"	"<clr:205,149,117>Cave Johnson: Baylar, Aperture Science'a hoş geldiniz. Astronotlar, savaş kahramanları, olimpik sporcular. Buradasınız, çünkü biz en iyileri istiyoruz ve bunlar da sizlersiniz. Şimdi, kim biraz bilim yapmaya hazır?"
"[english]cavejohnson.fifties_intro01"	"<clr:205,149,117>Cave Johnson: Welcome, gentlemen, to Aperture Science. Astronauts, war heroes, Olympians--you're here because we want the best, and you are it. So: Who is ready to make some science?"
"cavejohnson.fifties_intro03"	"<clr:205,149,117>Cave Johnson: Siz zaten limuzin yolculuğunda tanışmıştınız, şimdi izin verirseniz ben kendimi tanıtayım."
"[english]cavejohnson.fifties_intro03"	"<clr:205,149,117>Cave Johnson: Now, you already met one another on the limo ride over, so let me introduce myself."
"cavejohnson.fifties_intro04"	"<clr:205,149,117>Cave Johnson: Ben Cave Johnson. Buranın sahibiyim."
"[english]cavejohnson.fifties_intro04"	"<clr:205,149,117>Cave Johnson: I'm Cave Johnson. I own the place."
"cavejohnson.fifties_intro06"	"<clr:205,149,117>Cave Johnson: Bu duyduğunuz hevesli ses benim sevgili asistanım Caroline. Ücretinizi sizin seçtiğiniz hayır kurumuna bağışladığından emin olabilirsiniz. Öyle değil mi Caroline?"
"[english]cavejohnson.fifties_intro06"	"<clr:205,149,117>Cave Johnson: That eager voice you heard is the lovely Caroline, my assistant. Rest assured, she has transferred your honorarium to the charitable organization of your choice. Isn't that right, Caroline?"
"cavejohnson.fifties_intro07"	"<clr:205,149,117>Cave Johnson: O, bu tesisin belkemiği. Ve çok da güzel. Üzgünüm millet. O evli. Bilimle."
"[english]cavejohnson.fifties_intro07"	"<clr:205,149,117>Cave Johnson: She's the backbone of this facility. Pretty as a postcard, too. Sorry, fellas. She's married. To science."
"cavejohnson.fifties_outro02"	"<clr:205,149,117>Cave Johnson: Tebrikler! Emin olduğumuz bir şey var ki orada durmuş beni dinliyor olmanız, bilime muhteşem bir katkıda bulunduğunuz anlamına geliyor."
"[english]cavejohnson.fifties_outro02"	"<clr:205,149,117>Cave Johnson: Congratulations! The simple fact that you're standing here listening to me means you've made a glorious contribution to science."
"cavejohnson.fifties_outro05"	"<clr:205,149,117>Cave Johnson: Aperture Science'ın kurucusu ve CEO'su olarak, katılımınız için size teşekkür ediyorum ve birkaç test için daha size güvenebileceğimizi umuyorum."
"[english]cavejohnson.fifties_outro05"	"<clr:205,149,117>Cave Johnson: As founder and CEO of Aperture Science, I thank you for your participation and hope we can count on you for another round of tests."
"cavejohnson.fifties_outro07"	"<clr:205,149,117>Cave Johnson: Bu ürünleri yeterince iyi ve hazır olana kadar piyasaya sürmeyeceğiz, yani fiziksel formunuzu koruduğunuz sürece her zaman sizi bekleyen bir limuzinimiz olacak."
