"lang"
{
"Language"	"ukrainian"
"cavejohnson.eighties_intro07"	"<clr:205,149,117>Кейв Джонсон: Наші бухгалтери запевняли мене, що ми не можемо купити місячний камінь навіть за сім доларів, не кажучи вже про сімдесят мільйонів. А ми купили. Подрібнили його і виготовили гель."
"[english]cavejohnson.eighties_intro07"	"<clr:205,149,117>Cave Johnson: The bean counters told me we literally could not afford to buy seven dollars worth of moon rocks, much less seventy million. Bought 'em anyway. Ground 'em up, mixed em into a gel."
"cavejohnson.eighties_intro08"	"<clr:205,149,117>Кейв Джонсон: І знаєте що? Подрібнені місячні камені - це сильна отрута! Я смертельно хворий."
"[english]cavejohnson.eighties_intro08"	"<clr:205,149,117>Cave Johnson: And guess what? Ground up moon rocks are pure poison. I am deathly ill."
"cavejohnson.eighties_intro10"	"<clr:205,149,117>Кейв Джонсон: Окрім того, ми з’ясували, що це каміння — відмінний провідник для порталів. Тепер ми перевіримо, чи можна вивести отруту із системи кровообігу людини за допомогою стрибків крізь портали. Якщо життя підносить вам лимони — робіть лимонад. [кашляє] Давайте будемо оптимістами і займемося наукою."
"[english]cavejohnson.eighties_intro10"	"<clr:205,149,117>Cave Johnson: Still, it turns out they're a great portal conductor. So now we're gonna see if jumping in and out of these new portals can somehow leech the lunar poison out of a man's bloodstream. When life gives you lemons, make lemonade. [coughs] Let's all stay positive and do some science."
"cavejohnson.eighties_intro12"	"<clr:205,149,117>Кейв Джонсон: Проте, я буду вдячний, якщо ви зможете пройти це тестування якомога швидше. Керолайн, принеси мені, будь ласка, ще болезаспокійливих пігулок…"
"[english]cavejohnson.eighties_intro12"	"<clr:205,149,117>Cave Johnson: That said, I would really appreciate it if you could test as fast as possible. Caroline, please bring me more pain pills."
"cavejohnson.eighties_outro02"	"<clr:205,149,117>Кейв Джонсон: Питання ось у чому: якщо ми можемо записати на компакт-диск музику, чому ми не можемо записати на диск інформацію про особу і розум людини? Коротше, я доручив інженерам розібратися з цим."
"[english]cavejohnson.eighties_outro02"	"<clr:205,149,117>Cave Johnson: The point is: If we can store music on a compact disc, why can't we store a man's intelligence and personality on one? So I have the engineers figuring that out now."
"cavejohnson.eighties_outro05"	"<clr:205,149,117>Кейв Джонсон: Картування головного мозку. Штучний інтелект. Нам потрібно було зайнятися цим тридцять років тому. Ось що я скажу і запишу зараз на плівку, щоби усі слухали це сотню разів на день: якщо я помру до того, як ви зможете впихнути мене в комп’ютер, я хочу, щоб моїм наступником стала Керолайн."
"[english]cavejohnson.eighties_outro05"	"<clr:205,149,117>Cave Johnson: Brain Mapping. Artificial Intelligence. We should have been working on it thirty years ago. I will say this - and I'm gonna say it on tape so everybody hears it a hundred times a day: If I die before you people can pour me into a computer, I want Caroline to run this place."
"cavejohnson.eighties_outro06"	"<clr:205,149,117>Кейв Джонсон: Вона буде сперечатися. Вона стане відмовлятися. Вона така скромниця. Але ви її змусьте."
"[english]cavejohnson.eighties_outro06"	"<clr:205,149,117>Cave Johnson: Now she'll argue. She'll say she can't. She's modest like that. But you make her."
"cavejohnson.eighties_outro07"	"<clr:205,149,117>Кейв Джонсон: Та, в біса, запхайте її в мій комп’ютер, якщо потрібно. Мені байдуже."
"[english]cavejohnson.eighties_outro07"	"<clr:205,149,117>Cave Johnson: Hell, put her in my computer. I don't care."
"cavejohnson.eighties_outro08"	"<clr:205,149,117>Кейв Джонсон: Добре, тестування завершено. Можете повернутися до своєї парти."
"[english]cavejohnson.eighties_outro08"	"<clr:205,149,117>Cave Johnson: Allright, test's over. You can head on back to your desk."
"cavejohnson.eighties_outro09"	"<clr:205,149,117>Кейв Джонсон: Добре. Я тут розмірковував: що робити, якщо життя підносить лимони? Не робити лимонад. Потрібно змусити життя забрати свої лимони! Розізлитися! «Мені не потрібні ті кляті лимони! На біса вони мені здалися?»"
