"lang"
{
"Language"	"brazilian"
"cavejohnson.eighties_intro08"	"<clr:205,149,117>Cave Johnson: E adivinha só? Pedras lunares trituradas são veneno puro. Estou com os dias contados."
"[english]cavejohnson.eighties_intro08"	"<clr:205,149,117>Cave Johnson: And guess what? Ground up moon rocks are pure poison. I am deathly ill."
"cavejohnson.eighties_intro10"	"<clr:205,149,117>Cave Johnson: Mesmo assim, acontece que elas são ótimas condutoras de portais. Então agora vamos ver se entrar e sair desses novos portais pode dar um jeito de eliminar o veneno lunar da corrente sanguínea de uma pessoa. Se a vida te dá limões, faça uma limonada. [tosse] Vamos todos continuar otimistas e fazer um pouco de ciência."
"[english]cavejohnson.eighties_intro10"	"<clr:205,149,117>Cave Johnson: Still, it turns out they're a great portal conductor. So now we're gonna see if jumping in and out of these new portals can somehow leech the lunar poison out of a man's bloodstream. When life gives you lemons, make lemonade. [coughs] Let's all stay positive and do some science."
"cavejohnson.eighties_intro12"	"<clr:205,149,117>Cave Johnson: Dito isso, eu adoraria mesmo que você fizesse os seus testes o mais rápido possível. Caroline, por favor, me traga mais analgésicos."
"[english]cavejohnson.eighties_intro12"	"<clr:205,149,117>Cave Johnson: That said, I would really appreciate it if you could test as fast as possible. Caroline, please bring me more pain pills."
"cavejohnson.eighties_outro02"	"<clr:205,149,117>Cave Johnson: A questão é: se podemos guardar músicas em um CD, por que não a inteligência e a personalidade de alguém? Então eu botei os engenheiros para trabalhar nisso agora."
"[english]cavejohnson.eighties_outro02"	"<clr:205,149,117>Cave Johnson: The point is: If we can store music on a compact disc, why can't we store a man's intelligence and personality on one? So I have the engineers figuring that out now."
"cavejohnson.eighties_outro05"	"<clr:205,149,117>Cave Johnson: Mapeamento cerebral. Inteligência artificial. Devíamos ter começado a trabalhar nisso há trinta anos. Eu vou dizer — e vou gravar para todo mundo ouvir mil vezes por dia: se eu morrer antes de vocês conseguirem me botar num computador, eu quero que a Caroline tome conta deste lugar."
"[english]cavejohnson.eighties_outro05"	"<clr:205,149,117>Cave Johnson: Brain Mapping. Artificial Intelligence. We should have been working on it thirty years ago. I will say this - and I'm gonna say it on tape so everybody hears it a hundred times a day: If I die before you people can pour me into a computer, I want Caroline to run this place."
"cavejohnson.eighties_outro06"	"<clr:205,149,117>Cave Johnson: Mas ela vai resistir. Vai dizer que não pode. Ela é modesta mesmo. Mas obriguem-na."
"[english]cavejohnson.eighties_outro06"	"<clr:205,149,117>Cave Johnson: Now she'll argue. She'll say she can't. She's modest like that. But you make her."
"cavejohnson.eighties_outro07"	"<clr:205,149,117>Cave Johnson: Caramba, coloquem-na no meu computador. Eu não me importo."
"[english]cavejohnson.eighties_outro07"	"<clr:205,149,117>Cave Johnson: Hell, put her in my computer. I don't care."
"cavejohnson.eighties_outro08"	"<clr:205,149,117>Cave Johnson: Muito bem, o teste terminou. Pode voltar para a sua mesa."
"[english]cavejohnson.eighties_outro08"	"<clr:205,149,117>Cave Johnson: Allright, test's over. You can head on back to your desk."
"cavejohnson.eighties_outro09"	"<clr:205,149,117>Cave Johnson: Sabe, eu estava pensando. Se a vida te dá limões? Não faça limonada. Faça a vida pegar os limões de volta! Fique furioso! \"Eu não quero seus malditos limões! O que é que eu vou fazer com eles?\""
"[english]cavejohnson.eighties_outro09"	"<clr:205,149,117>Cave Johnson: All right, I've been thinking. When life gives you lemons? Don't make lemonade. Make life take the lemons back! Get mad! 'I don't want your damn lemons! What am I supposed to do with these?'"
"cavejohnson.eighties_outro11"	"<clr:205,149,117>Cave Johnson: Exija ver o gerente da vida! Faça a vida se arrepender do dia que ela pensou que podia dar limões a Cave Johnson! Você sabe quem eu sou? Eu sou o homem que vai incendiar a sua casa! Com os limões! Eu vou fazer meus engenheiros inventarem um limão inflamável que incendeie a sua casa toda!"
"[english]cavejohnson.eighties_outro11"	"<clr:205,149,117>Cave Johnson: Demand to see life's manager! Make life rue the day it thought it could give Cave Johnson lemons! Do you know who I am? I'm the man who's going to burn your house down! With the lemons! I'm going to get my engineers to invent a combustible lemon that burns your house down!"
"cavejohnson.fifties_elevator_out_a01"	"<clr:205,149,117>Cave Johnson: Dizem que a melhor ciência é construída sobre os ombros de gigantes. Aqui não. Na Aperture, nós fazemos toda a nossa ciência do zero. Sem ajuda."
"[english]cavejohnson.fifties_elevator_out_a01"	"<clr:205,149,117>Cave Johnson: They say great science is built on the shoulders of giants. Not here. At Aperture, we do all our science from scratch. No hand holding."
"cavejohnson.fifties_fifth_test_complete03"	"<clr:205,149,117>Cave Johnson: Não você, cobaia, você está indo bem."
"[english]cavejohnson.fifties_fifth_test_complete03"	"<clr:205,149,117>Cave Johnson: Not you, test subject, you're doing fine."
"cavejohnson.fifties_fifth_test_complete08"	"<clr:205,149,117>Cave Johnson: Sim, você. Caixa. Suas coisas. Saia pela porta da frente. Estacionamento. Carro. Adeus."
"[english]cavejohnson.fifties_fifth_test_complete08"	"<clr:205,149,117>Cave Johnson: Yes, you. Box. Your stuff. Out the front door. Parking lot. Car. Goodbye."
"cavejohnson.fifties_fifth_test_complete09"	"<clr:205,149,117>Cave Johnson: Ciência não é sobre o PORQUÊ. É sobre o PORQUÊ NÃO. Por que grande parte da nossa ciência é perigosa? Por que não se casa com a ciência segura, se você a ama tanto? Na verdade, por que você não inventa uma porta de segurança especial que não te dê um chute no traseiro quando sair, porque você está despedido."
"[english]cavejohnson.fifties_fifth_test_complete09"	"<clr:205,149,117>Cave Johnson: Science isn't about WHY. It's about WHY NOT. Why is so much of our science dangerous? Why not marry safe science if you love it so much. In fact, why not invent a special safety door that won't hit you on the butt on the way out, because you are fired."
"cavejohnson.fifties_fifth_test_intro01"	"<clr:205,149,117>Cave Johnson: Se estiver ouvindo isto, é porque está perdendo muito tempo nas passarelas entre os testes. Os meninos do laboratório dizem que isso pode ser uma reação de medo."
"[english]cavejohnson.fifties_fifth_test_intro01"	"<clr:205,149,117>Cave Johnson: If you're hearing this, it means you're taking a long time on the catwalks between tests. The lab boys say that might be a fear reaction."
"cavejohnson.fifties_fifth_test_intro03"	"<clr:205,149,117>Cave Johnson: Eu não sou psiquiatra, mas vindo de um monte de cabeçudos que não reconheceriam a emoção do perigo se ela fosse até eles e abrisse os seus sutiãzinhos rosas, isso parece ser uma \"projeção\"."
"[english]cavejohnson.fifties_fifth_test_intro03"	"<clr:205,149,117>Cave Johnson: I'm no psychiatrist, but coming from a bunch of eggheads who wouldn't recognize the thrill of danger if it walked up and snapped their little pink bras, that sounds like 'projection'."
"cavejohnson.fifties_fifth_test_intro06"	"<clr:205,149,117>Cave Johnson: ELES não voaram pro espaço, invadiram uma praia ou recuperaram o ouro. Não senhor, fomos nós! Somos você e eu contra o mundo, filho! Eu gosto da sua coragem! Mas você podia se apressar um pouco. Agora, mãos à obra!"
"[english]cavejohnson.fifties_fifth_test_intro06"	"<clr:205,149,117>Cave Johnson: THEY didn't fly into space, storm a beach, or bring back the gold. No sir, we did! It's you and me against the world, son! I like your grit! Hustle could use some work, though. Now let's solve this thing!"
"cavejohnson.fifties_fourth_test_complete01"	"<clr:205,149,117>Cave Johnson: Eu sempre digo, segurem as calças."
"[english]cavejohnson.fifties_fourth_test_complete01"	"<clr:205,149,117>Cave Johnson: I'm telling 'em, keep your pants on."
"cavejohnson.fifties_fourth_test_complete02"	"<clr:205,149,117>Cave Johnson: Enfim, o teste a seguir pode envolver alguns traços de viagem temporal. Então, conselho de amigo: se você se encontrar durante o teste, não olhe nos seus olhos. Os meninos do laboratório me dizem que isso irá apagar o tempo. Por completo. O futuro e o passado! Então façam um favor a vocês mesmos e deixe que esse lindo broto siga a sua jornada."
"[english]cavejohnson.fifties_fourth_test_complete02"	"<clr:205,149,117>Cave Johnson: Alright, this next test may involve trace amounts of time travel. So, word of advice: If you meet yourself on the testing track, don't make eye contact. Lab boys tell me that'll wipe out time. Entirely. Forward and backward! So do both of yourselves a favor and just let that handsome devil go about his business."
"cavejohnson.fifties_into_middle_of_test01"	"<clr:205,149,117>Cave Johnson: Rá! Eu gosto do seu estilo. Você faz suas próprias regras, assim como eu."
"[english]cavejohnson.fifties_into_middle_of_test01"	"<clr:205,149,117>Cave Johnson: Ha! I like your style. You make up your own rules, just like me."
"cavejohnson.fifties_into_middle_of_test02"	"<clr:205,149,117>Cave Johnson: Os contadores de feijão disseram que eu não poderia demitir um homem por ele estar em uma cadeira de rodas. Demiti mesmo assim. Rampas são caras."
"[english]cavejohnson.fifties_into_middle_of_test02"	"<clr:205,149,117>Cave Johnson: Bean counters said I couldn't fire a man just for being in a wheelchair. Did it anyway. Ramps are expensive."
"cavejohnson.fifties_intro01"	"<clr:205,149,117>Cave Johnson: Bem-vindos, senhores, à Aperture Science. Astronautas, heróis de guerra, atletas olímpicos — vocês estão aqui porque nós queremos os melhores, e vocês são. Então: quem está pronto pra fazer um pouco de ciência?"
"[english]cavejohnson.fifties_intro01"	"<clr:205,149,117>Cave Johnson: Welcome, gentlemen, to Aperture Science. Astronauts, war heroes, Olympians--you're here because we want the best, and you are it. So: Who is ready to make some science?"
"cavejohnson.fifties_intro03"	"<clr:205,149,117>Cave Johnson: Bem, vocês já se conheceram no passeio de limusine até aqui, então permitam que eu me apresente."
"[english]cavejohnson.fifties_intro03"	"<clr:205,149,117>Cave Johnson: Now, you already met one another on the limo ride over, so let me introduce myself."
"cavejohnson.fifties_intro04"	"<clr:205,149,117>Cave Johnson: Eu sou Cave Johnson. Sou o dono desse lugar."
"[english]cavejohnson.fifties_intro04"	"<clr:205,149,117>Cave Johnson: I'm Cave Johnson. I own the place."
"cavejohnson.fifties_intro06"	"<clr:205,149,117>Cave Johnson: Aquela ávida voz que vocês ouviram era da amável Caroline, minha assistente. Fiquem tranquilos, pois ela transferiu os seus salários para as instituições de caridade de sua escolha. Não é mesmo, Caroline?"
"[english]cavejohnson.fifties_intro06"	"<clr:205,149,117>Cave Johnson: That eager voice you heard is the lovely Caroline, my assistant. Rest assured, she has transferred your honorarium to the charitable organization of your choice. Isn't that right, Caroline?"
"cavejohnson.fifties_intro07"	"<clr:205,149,117>Cave Johnson: Ela é a espinha dorsal dessas instalações. Bonita como um cartão postal, também. Lamento, rapazes. Ela é casada. Com a ciência."
"[english]cavejohnson.fifties_intro07"	"<clr:205,149,117>Cave Johnson: She's the backbone of this facility. Pretty as a postcard, too. Sorry, fellas. She's married. To science."
"cavejohnson.fifties_outro02"	"<clr:205,149,117>Cave Johnson: Parabéns! O simples fato de vocês estarem aqui de pé me escutando significa que vocês fizeram uma gloriosa contribuição à ciência."
"[english]cavejohnson.fifties_outro02"	"<clr:205,149,117>Cave Johnson: Congratulations! The simple fact that you're standing here listening to me means you've made a glorious contribution to science."
"cavejohnson.fifties_outro05"	"<clr:205,149,117>Cave Johnson: Como fundador e diretor executivo da Aperture Science, eu lhes agradeço pela participação e espero que possamos contar com vocês para mais uma bateria de testes."
