"lang"
{
"Language"	"vietnamese"
"DOTA_TutorialBody_AttackTower"	"Trụ bắn rất mạnh và cực nhiều máu. Hãy tấn công cùng với lính để tiêu diệt trụ và hoàn thành bài huấn luyện! Tạm rút lui nếu lính chết hết và cố giữ cho bạn luôn đầy máu!"
"DOTA_TutorialTask_KillTower"	"Phá hủy trụ đối phương."
"DOTA_TutorialTitle_WinningIntro"	"Bạn đã thắng!"
"DOTA_TutorialBody_WinningIntro"	"Chúc mừng bạn đã hoàn thành bài huấn luyện về các khái niệm cơ bản và cách điều khiển cơ bản của trò chơi! Ở bài huấn luyện tiếp theo bạn sẽ được chơi trọn vẹn một trận đấu - lần này bạn sẽ được chọn một tướng cho mình!"
"DOTA_TutorialTitle_ChooseYourHero"	"Lựa chọn tướng cho mình"
"DOTA_TutorialBody_ChooseYourHero"	"Shadow Shaman là một tướng rất tốt để làm quen. Ông ta là tướng tầm xa nên bạn có thể tấn công an toàn từ hàng sau. Kỹ năng Serpent Wards của ông ta phá trụ cực kỳ hiệu quả. Mà bạn hoàn thành bài huấn luyện với bất kỳ tướng nào cũng được."
"DOTA_TutorialTitle_PrepareForBattle"	"Sẵn sàng chiến đấu"
"DOTA_TutorialBody_PrepareForBattle"	"Khi vào trò chơi bạn sẽ có một điểm kỹ năng và 603 vàng để mua vật phẩm. Dành điểm đó để học một kỹ năng. Trong bài học này chúng ta có cơ chế mua tự động nên bạn không cần bận tâm về cửa hàng."
"DOTA_TutorialTitle_AutoBuyIntro"	"Tự động mua"
"DOTA_TutorialBody_AutoBuyIntro"	"Tự động mua sẽ mua những vật phẩm phù hợp với nhân vật của bạn. Bạn sẽ tự động nhặt vật phẩm khi bạn quay về suối. Nếu bạn nhận được thông báo yêu cầu đến cửa hàng ẩn, hãy kiểm tra vị trí ở bản đồ nhỏ. Đến đó khi bạn đã sẵn sàng."
"DOTA_TutorialTask_MoveWhenReady"	"Di chuyển khi bạn sẵn sàng"
"DOTA_TutorialTitle_SpawningBots"	"Đồng minh và Kẻ thù"
"DOTA_TutorialBody_SpawningBots"	"Trong bài học này bạn sẽ đối mặt với hai đối phương do máy tính điều khiển và bạn có một máy tính đồng minh trong đội. Cố gắng đẩy đường giữa vào tới căn cứ phe Dire và tiêu diệt Ancient của họ."
"DOTA_TutorialTask_DefeatAncient"	"Tiêu diệt Ancient của phe Dire."
"DOTA_TutorialTitle_DefeatEnemyAncient"	"Tấn công đối phương"
"DOTA_TutorialBody_DefeatEnemyAncient"	"Sức phòng ngự của đối phương rất tốt nên bạn sẽ cần tấn công cùng nhiều đợt lính để hạ từng trụ một. Trở về căn cứ khi máu của bạn xuống thấp hoặc nếu bạn muốn mua thêm vật phẩm mới."
"DOTA_TutorialTitle_Train_Pudge"	"Luyện tập Pudge"
"DOTA_TutorialBody_Train_Pudge"	"Học cách chơi Pudge, anh bạn. Và giết những tên máy ở đường dưới."
"DOTA_TutorialTitle_Pudge_Goal"	"Tiêu diệt một vài tướng địch nào!"
"DOTA_TutorialBody_Pudge_Goal"	"Giết 2 Tướng địch ở đường dưới. Hãy cố gắng giết 5 mạng mà không chết quá 3 lần."
"DOTA_TutorialTitle_LastHit"	"Luyện tập Last hit / Deny"
"DOTA_TutorialBody_LastHit"	"Hãy cố gắng last hit/ deny hết sức bạn có thể. Điểm của bạn sẽ tổng hợp từ số lượng creep bạn last hit, deny và bao nhiêu sát thương bạn gây ra."
"DOTA_TutorialTitle_RoundOne"	"Vòng một - Sniper"
"DOTA_TutorialTitle_RoundTwo"	"Vòng hai - Anti-Mage"
"DOTA_TutorialTitle_RoundThree"	"Vòng ba - Mirana"
"DOTA_TutorialTitle_RoundFour"	"Vòng bốn - Crystal Maiden"
"DOTA_TutorialTitle_RoundFive"	"Vòng năm - Shadow Fiend"
"npc_dota_hero_queenofpain"	"Queen of Pain"
"npc_dota_hero_antimage"	"Anti-Mage"
"npc_dota_hero_kunkka"	"Kunkka"
"npc_dota_hero_lina"	"Lina"
"npc_dota_hero_mirana"	"Mirana"
"npc_dota_hero_windrunner"	"Windranger"
"npc_dota_hero_slardar"	"Slardar"
"npc_dota_hero_lion"	"Lion"
"npc_dota_hero_phantom_assassin"	"Phantom Assassin"
"npc_dota_hero_tidehunter"	"Tidehunter"
"npc_dota_hero_witch_doctor"	"Witch Doctor"
"npc_dota_hero_vengefulspirit"	"Vengeful Spirit"
"npc_dota_hero_juggernaut"	"Juggernaut"
"npc_dota_hero_earthshaker"	"Earthshaker"
"npc_dota_hero_pudge"	"Pudge"
"npc_dota_hero_bane"	"Bane"
"npc_dota_hero_crystal_maiden"	"Crystal Maiden"
"npc_dota_hero_sven"	"Sven"
"npc_dota_hero_skeleton_king"	"Wraith King"
"npc_dota_hero_storm_spirit"	"Storm Spirit"
"npc_dota_hero_sand_king"	"Sand King"
"npc_dota_hero_nevermore"	"Shadow Fiend"
"npc_dota_hero_drow_ranger"	"Drow Ranger"
"npc_dota_hero_axe"	"Axe"
"npc_dota_hero_bloodseeker"	"Bloodseeker"
"npc_dota_hero_phantom_lancer"	"Phantom Lancer"
"npc_dota_hero_razor"	"Razor"
"npc_dota_hero_morphling"	"Morphling"
"npc_dota_hero_zuus"	"Zeus"
"npc_dota_hero_tiny"	"Tiny"
"npc_dota_hero_puck"	"Puck"
"npc_dota_hero_lich"	"Lich"
"npc_dota_hero_shadow_shaman"	"Shadow Shaman"
"npc_dota_hero_riki"	"Riki"
"npc_dota_hero_enigma"	"Enigma"
"npc_dota_hero_tinker"	"Tinker"
"npc_dota_hero_sniper"	"Sniper"
"npc_dota_hero_necrolyte"	"Necrophos"
"npc_dota_hero_warlock"	"Warlock"
"npc_dota_hero_beastmaster"	"Beastmaster"
"npc_dota_hero_venomancer"	"Venomancer"
"npc_dota_hero_faceless_void"	"Faceless Void"
"npc_dota_hero_death_prophet"	"Death Prophet"
"npc_dota_hero_pugna"	"Pugna"
"npc_dota_hero_templar_assassin"	"Templar Assassin"
"npc_dota_hero_viper"	"Viper"
"npc_dota_hero_luna"	"Luna"
"npc_dota_hero_dragon_knight"	"Dragon Knight"
"npc_dota_hero_dazzle"	"Dazzle"
"npc_dota_hero_rattletrap"	"Clockwerk"
"npc_dota_hero_leshrac"	"Leshrac"
"npc_dota_hero_furion"	"Nature's Prophet"
"npc_dota_hero_life_stealer"	"Lifestealer"
"npc_dota_hero_dark_seer"	"Dark Seer"
"npc_dota_hero_clinkz"	"Clinkz"
"npc_dota_hero_omniknight"	"Omniknight"
"npc_dota_hero_enchantress"	"Enchantress"
"npc_dota_hero_huskar"	"Huskar"
"npc_dota_hero_night_stalker"	"Night Stalker"
"npc_dota_hero_broodmother"	"Broodmother"
"npc_dota_hero_bounty_hunter"	"Bounty Hunter"
"npc_dota_hero_weaver"	"Weaver"
"npc_dota_hero_jakiro"	"Jakiro"
"npc_dota_hero_batrider"	"Batrider"
"npc_dota_hero_chen"	"Chen"
"npc_dota_hero_spectre"	"Spectre"
"npc_dota_hero_doom_bringer"	"Doom"
"npc_dota_hero_ancient_apparition"	"Ancient Apparition"
"npc_dota_hero_ursa"	"Ursa"
"npc_dota_hero_spirit_breaker"	"Spirit Breaker"
"npc_dota_hero_gyrocopter"	"Gyrocopter"
"npc_dota_hero_alchemist"	"Alchemist"
"npc_dota_hero_invoker"	"Invoker"
"npc_dota_hero_silencer"	"Silencer"
"random"	"Ngẫu Nhiên"
"npc_dota_creep"	"Quái"
"npc_dota_creep_lane"	"Lính"
"npc_dota_creep_siege"	"Xe Công Thành"
"npc_dota_tower"	"Trụ"
"npc_dota_barracks"	"Nhà lính"
"npc_dota_fort"	"Ancient"
"npc_dota_roshan"	"Roshan"
"npc_dota_shadow_shaman_ward_1"	"Cọc rắn"
"npc_dota_shadow_shaman_ward_2"	"Cọc rắn"
"npc_dota_shadow_shaman_ward_3"	"Cọc rắn"
"npc_dota_necronomicon_warrior_1"	"Chiến binh Necronomicon"
"npc_dota_necronomicon_warrior_2"	"Chiến binh Necronomicon"
"npc_dota_necronomicon_warrior_3"	"Chiến binh Necronomicon"
"npc_dota_necronomicon_archer_1"	"Cung thủ Necronomicon"
"npc_dota_necronomicon_archer_2"	"Cung thủ Necronomicon"
"npc_dota_necronomicon_archer_3"	"Cung thủ Necronomicon"
"npc_dota_scout_hawk"	"Ưng trinh thám"
"npc_dota_greater_hawk"	"Ưng Chiến"
"npc_dota_beastmaster_boar"	"Lợn Rừng"
"npc_dota_beastmaster_greater_boar"	"Lợn Rừng Chiến"
"npc_dota_courier"	"Thú vận chuyển"
"npc_dota_flying_courier"	"Thú bay"
"npc_dota_furion_treant"	"Cây sống"
"npc_dota_invoker_forged_spirit"	"Forged Spirit"
"npc_dota_dark_troll_warlord_skeleton_warrior"	"Chiến Bình Xương"
"npc_dota_enraged_wildkin_tornado"	"Lốc xoáy"
"npc_dota_warlock_golem_1"	"Golem của Warlock"
"npc_dota_warlock_golem_2"	"Golem của Warlock"
"npc_dota_warlock_golem_3"	"Golem của Warlock"
"npc_dota_warlock_golem_scepter_1"	"Golem của Warlock"
"npc_dota_warlock_golem_scepter_2"	"Golem của Warlock"
"npc_dota_warlock_golem_scepter_3"	"Golem của Warlock"
"npc_dota_broodmother_spiderling"	"Nhện con"
"npc_dota_broodmother_spiderite"	"Nhện cháu"
"npc_dota_witch_doctor_death_ward"	"Death Ward"
"npc_dota_venomancer_plague_ward_1"	"Plague Ward"
"npc_dota_venomancer_plague_ward_2"	"Plague Ward"
"npc_dota_venomancer_plague_ward_3"	"Plague Ward"
"npc_dota_venomancer_plague_ward_4"	"Plague Ward"
"npc_dota_lesser_eidolon"	"Eidolon nhỏ"
"npc_dota_eidolon"	"Eidolon"
"npc_dota_greater_eidolon"	"Eidolon lớn"
"npc_dota_dire_eidolon"	"Dire Eidolon"
"npc_dota_rattletrap_cog"	"Power Cog"
"npc_dota_juggernaut_healing_ward"	"Cọc hồi máu"
"npc_dota_templar_assassin_psionic_trap"	"Bẫy Psionic"
"npc_dota_weaver_swarm"	"Bọ"
"npc_dota_pugna_nether_ward_1"	"Nether Ward"
"npc_dota_pugna_nether_ward_2"	"Nether Ward"
"npc_dota_pugna_nether_ward_3"	"Nether Ward"
"npc_dota_pugna_nether_ward_4"	"Nether Ward"
"npc_dota_observer_wards"	"Mắt vàng"
"npc_dota_sentry_wards"	"Mắt xanh"
"dota_unkown"	"Không xác định"
"npc_dota_creep_badguys_melee"	"Quái cận chiến"
"npc_dota_creep_badguys_melee_upgraded_mega"	"Siêu quái cận chiến"
"npc_dota_creep_badguys_ranged"	"Quái bắn xa"
"npc_dota_creep_badguys_ranged_upgraded_mega"	"Siêu quái bắn xa"
"npc_dota_badguys_siege"	"Xe công thành"
"npc_dota_creep_goodguys_melee"	"Quái cận chiến"
"npc_dota_creep_goodguys_melee_upgraded_mega"	"Siêu quái cận chiến"
"npc_dota_creep_goodguys_ranged"	"Quái bắn xa"
"npc_dota_creep_goodguys_ranged_upgraded_mega"	"Siêu quái bắn xa"
"npc_dota_goodguys_siege"	"Xe công thành"
"npc_dota_neutral_kobold"	"Kobold"
"npc_dota_neutral_kobold_tunneler"	"Chiến binh Kobold"
"npc_dota_neutral_kobold_taskmaster"	"Đốc công Kobold"
"npc_dota_neutral_centaur_outrunner"	"Nhân mã nhỏ"
"npc_dota_neutral_centaur_khan"	"Nhân mã lớn"
"npc_dota_neutral_fel_beast"	"Fell Spirit"
"npc_dota_neutral_polar_furbolg_champion"	"Hellbear"
"npc_dota_neutral_polar_furbolg_ursa_warrior"	"Hellbear lớn"
"npc_dota_neutral_mud_golem"	"Mud Golem"
"npc_dota_neutral_ogre_mauler"	"Ogre Bruiser"
"npc_dota_neutral_ogre_magi"	"Ogre Frostmage"
"npc_dota_neutral_giant_wolf"	"Sói lớn"
"npc_dota_neutral_alpha_wolf"	"Sói đầu đàn"
"npc_dota_neutral_wildkin"	"Wildwing"
"npc_dota_neutral_enraged_wildkin"	"Wildwing lớn"
"npc_dota_neutral_satyr_soulstealer"	"Satyr Mindstealer"
"npc_dota_neutral_satyr_hellcaller"	"Satyr Tormenter"
"npc_dota_neutral_satyr_trickster"	"Satyr Banisher"
"npc_dota_neutral_jungle_stalker"	"Ancient Stalker"
"npc_dota_neutral_elder_jungle_stalker"	"Ancient Primal Stalker"
"npc_dota_neutral_blue_dragonspawn_sorcerer"	"Ancient Drakken Sentinel"
"npc_dota_neutral_blue_dragonspawn_overseer"	"Ancient Drakken Armorer"
"npc_dota_neutral_rock_golem"	"Ancient Rock Golem"
"npc_dota_neutral_granite_golem"	"Ancient Granite Golem"
"npc_dota_neutral_big_thunder_lizard"	"Ancient Thunderhide"
"npc_dota_neutral_small_thunder_lizard"	"Ancient Rumblehide"
"npc_dota_neutral_black_drake"	"Ancient Black Drake"
"npc_dota_neutral_black_dragon"	"Ancient Black Dragon"
"npc_dota_neutral_gnoll_assassin"	"Vhoul Assassin"
"npc_dota_neutral_ghost"	"Ghost"
"npc_dota_neutral_dark_troll"	"Hill Troll"
"npc_dota_neutral_dark_troll_warlord"	"Dark Troll Summoner"
"npc_dota_neutral_forest_troll_berserker"	"Hill Troll Berserker"
"npc_dota_neutral_forest_troll_high_priest"	"Hill Troll Priest"
"npc_dota_neutral_harpy_scout"	"Harpy Trinh Sát"
"npc_dota_neutral_harpy_storm"	"Harpy Vũ Bão"
"npc_dota_goodguys_tower1_top"	"Trụ"
"npc_dota_goodguys_tower1_mid"	"Trụ"
"npc_dota_goodguys_tower1_bot"	"Trụ"
"npc_dota_goodguys_tower2_top"	"Trụ"
"npc_dota_goodguys_tower2_mid"	"Trụ"
"npc_dota_goodguys_tower2_bot"	"Trụ"
"npc_dota_goodguys_tower3_top"	"Trụ"
"npc_dota_goodguys_tower3_mid"	"Trụ"
"npc_dota_goodguys_tower3_bot"	"Trụ"
"npc_dota_goodguys_tower4"	"Trụ"
"npc_dota_badguys_tower1_top"	"Trụ"
"npc_dota_badguys_tower1_mid"	"Trụ"
"npc_dota_badguys_tower1_bot"	"Trụ"
"npc_dota_badguys_tower2_top"	"Trụ"
"npc_dota_badguys_tower2_mid"	"Trụ"
"npc_dota_badguys_tower2_bot"	"Trụ"
"npc_dota_badguys_tower3_top"	"Trụ"
"npc_dota_badguys_tower3_mid"	"Trụ"
"npc_dota_badguys_tower3_bot"	"Trụ"
"npc_dota_badguys_tower4"	"Trụ"
"npc_dota_goodguys_melee_rax_top"	"Doanh Trại Lính Kiếm"
"npc_dota_goodguys_melee_rax_mid"	"Doanh Trại Lính Kiếm"
"npc_dota_goodguys_melee_rax_bot"	"Doanh Trại Lính Kiếm"
"npc_dota_badguys_melee_rax_top"	"Doanh Trại Lính Kiếm"
"npc_dota_badguys_melee_rax_mid"	"Doanh Trại Lính Kiếm"
"npc_dota_badguys_melee_rax_bot"	"Doanh Trại Lính Kiếm"
"npc_dota_goodguys_range_rax_top"	"Doanh Trại Lính Phép"
"npc_dota_goodguys_range_rax_mid"	"Doanh Trại Lính Phép"
"npc_dota_goodguys_range_rax_bot"	"Doanh Trại Lính Phép"
"npc_dota_badguys_range_rax_top"	"Doanh Trại Lính Phép"
"npc_dota_badguys_range_rax_mid"	"Doanh Trại Lính Phép"
"npc_dota_badguys_range_rax_bot"	"Doanh Trại Lính Phép"
"npc_dota_goodguys_fillers"	"Nhà"
"npc_dota_badguys_fillers"	"Nhà"
"DOTA_Shop_Category_0_Hotkey"	"TIÊU DÙNG (%s1)"
"DOTA_Shop_Category_1_Hotkey"	"THUỘC TÍNH (%s1)"
"DOTA_Shop_Category_2_Hotkey"	"VŨ TRANG (%s1)"
"DOTA_Shop_Category_3_Hotkey"	"HUYỀN BÍ (%s1)"
"DOTA_Shop_Category_4_Hotkey"	"PHỔ BIẾN (%s1)"
"DOTA_Shop_Category_5_Hotkey"	"HỖ TRỢ (%s1)"
"DOTA_Shop_Category_6_Hotkey"	"PHÁP THUẬT (%s1)"
"DOTA_Shop_Category_7_Hotkey"	"VŨ KHÍ (%s1)"
"DOTA_Shop_Category_8_Hotkey"	"GIÁP (%s1)"
"DOTA_Shop_Category_9_Hotkey"	"BÁU VẬT (%s1)"
"DOTA_Shop_Category_10_Hotkey"	"TRANG 1 (%s1)"
"DOTA_Shop_Category_11_Hotkey"	"TRANG 2 (%s1)"
"DOTA_Shop_Category_12_Hotkey"	"CỬA HÀNG BÍ MẬT (%s1)"
"DOTA_Shop_Category_0"	"TIÊU THỤ"
"DOTA_Shop_Category_1"	"THUỘC TÍNH"
"DOTA_Shop_Category_2"	"VŨ TRANG"
"DOTA_Shop_Category_3"	"HUYỀN BÍ"
"DOTA_Shop_Category_4"	"PHỔ BIẾN"
"DOTA_Shop_Category_5"	"HỖ TRỢ"
"DOTA_Shop_Category_6"	"PHÁP THUẬT"
"DOTA_Shop_Category_7"	"VŨ KHÍ"
"DOTA_Shop_Category_8"	"GIÁP"
"DOTA_Shop_Category_9"	"BÁU VẬT"
"DOTA_Shop_Category_10"	"TRANG 1"
"DOTA_Shop_Category_11"	"TRANG 2"
"DOTA_Shop_Category_12"	"CỬA HÀNG BÍ MẬT"
"DOTA_SHOP_CATEGORY_CONSUMABLES"	"Tiêu thụ"
"DOTA_SHOP_CATEGORY_ATTACK"	"Tấn công"
"DOTA_SHOP_CATEGORY_DEFENSE"	"Phòng thủ"
"DOTA_SHOP_CATEGORY_ABILITIES"	"Tính năng"
"DOTA_SHOP_CATEGORY_MOVEMENT"	"Di chuyển"
"DOTA_SHOP_CATEGORY_ATTRIBUTES"	"Thuộc tính"
"DOTA_SHOP_CATEGORY_UNIQUES"	"Độc nhất"
"DOTA_SHOP_FILTERS"	"BỘ LỌC"
"DOTA_SHOP_FILTER_BY"	"LỌC BỞI:"
"DOTA_SHOP_ITEMS"	"VẬT PHẨM"
"DOTA_SHOP_CLOSE"	"X ĐÓNG"
"DOTA_SHOP_DETAILS_ADD_TO_QUICK"	"THÊM VÀO MUA NHANH"
"DOTA_SHOP_DETAILS_UPGRADE"	"NÂNG CẤP VẬT PHẨM"
"DOTA_SHOP_DETAILS_PURCHASE"	"MUA VẬT PHẨM"
"DOTA_SHOP_DETAILS_COMPLETE"	"HOÀN THÀNH"
"DOTA_SHOP_QUICK_BUY"	"MUA NHANH:"
"DOTA_SHOP_STASH"	"VẬT PHẨM TRONG KHO:"
"DOTA_Shop_Search_Results_Partial"	"'%s1' trên '%s2' vật phẩm phù hợp tìm kiếm của bạn:"
"DOTA_Shop_Search_Results"	"Vật phẩm phù hợp tìm kiếm của bạn:"
"DOTA_SHOP_TAG_ALL"	"TẤT CẢ"
"DOTA_SHOP_TAG_CONSUMABLE"	"Tiêu thụ"
"DOTA_SHOP_TAG_DAMAGE"	"Sát thương"
"DOTA_SHOP_TAG_ATTACK_SPEED"	"Tốc Độ Công Kích"
"DOTA_SHOP_TAG_CRIT_CHANCE"	"Tỉ lệ chí mạng"
"DOTA_SHOP_TAG_ARMOR"	"Giáp"
"DOTA_SHOP_TAG_EVASION"	"Né đòn"
"DOTA_SHOP_TAG_MAGIC_RESIST"	"Kháng sát thương ma thuật"
"DOTA_SHOP_TAG_MOVE_SPEED"	"Tốc độ Di chuyển"
"DOTA_SHOP_TAG_TELEPORT"	"Dịch chuyển"
"DOTA_SHOP_TAG_SEE_INVIS"	"Phát hiện Tàng hình"
"DOTA_SHOP_TAG_COURIER"	"Thú vận chuyển"
"DOTA_SHOP_TAG_STR"	"Sức mạnh"
"DOTA_SHOP_TAG_INT"	"Trí tuệ"
"DOTA_SHOP_TAG_AGI"	"Nhanh nhẹn"
"DOTA_SHOP_TAG_REGEN_HEALTH"	"Hồi sinh lực"
"DOTA_SHOP_TAG_REGEN_MANA"	"Hồi nội lực"
"DOTA_SHOP_TAG_BLOCK"	"Chặn sát thương"
"DOTA_SHOP_TAG_LIFESTEAL"	"Hút sinh lực"
"DOTA_SHOP_TAG_BOOST_HEALTH"	"Tăng sinh lực"
"DOTA_SHOP_TAG_BOOST_MANA"	"Tăng nội lực"
"DOTA_SHOP_TAG_BOOST_ARMOR"	"Tăng giáp"
"DOTA_SHOP_TAG_BOOST_MAGIC_RESIST"	"Tăng kháng sát thương ma thuật"
"DOTA_SHOP_TAG_UNIQUE"	"Độc nhất"
"DOTA_SHOP_TAG_TUTORIAL"	"Hướng dẫn"
"DOTA_Item_Build_Starting_Items"	"Vật phẩm Khởi đầu"
"DOTA_Item_Build_Early_Game"	"Giai đoạn đầu"
"DOTA_Item_Build_Core_Items"	"Đồ Quan Trọng"
"DOTA_Item_Build_Luxury"	"Trang bị theo tình thế"
"DOTA_GOLD"	"Vàng"
"DOTA_XP"	"KN"
"DOTA_EXCLAMATION"	"!"
"DOTA_PLUS"	"+"
"DOTA_DAMAGE"	"SÁT THƯƠNG"
"DOTA_BONUS"	"+%s1"
"DOTA_PENALTY"	"-%s1"
"DOTA_MISS"	"Trượt!"
"DOTA_EVADE"	"Né!"
"DOTA_Inventory"	"Kho đồ"
"DOTA_InventoryStash"	"KHO"
"DOTA_InventoryQuickBuy"	"MUA NHANH"
"DOTA_Inventory_ReliableGold"	"Vàng đảm bảo: %s1"
"DOTA_Inventory_UnreliableGold"	"Vàng không bảo đảm: %s1"
"DOTA_Inventory_Item_Owned_By"	"Sở hữu bởi: %s1"
"DOTA_InventoryMenu_Sell"	"Bán"
"DOTA_InventoryMenu_Disassemble"	"Tách"
"DOTA_InventoryMenu_ShowInShop"	"Hiện trong cửa hàng"
"DOTA_InventoryMenu_DropFromStash"	"Rớt khỏi Kho"
"DOTA_Scoreboard_GoodGuys"	"PHE RADIANT"
"DOTA_Scoreboard_BadGuys"	"PHE DIRE"
"DOTA_Scoreboard_Header_PLAYER"	"NGƯỜI CHƠI"
"DOTA_Scoreboard_Header_KDA"	"K / D / A"
"DOTA_Scoreboard_Header_Level"	"CẤP ĐỘ"
"DOTA_Scoreboard_Header_Gold"	"VÀNG"
"DOTA_Scoreboard_Team_Scores_Header"	"SỐ LƯỢNG GIẾT MỖI ĐỘI"
"DOTA_Scoreboard_Heroes_Killed"	"TƯỚNG"
"DOTA_Scoreboard_Towers_Killed"	"TRỤ"
"DOTA_Scoreboard_Barracks_Killed"	"NHÀ LÍNH"
"DOTA_Scoreboard_Level_Hero"	"Cấp %s1 %s2"
"DOTA_Scoreboard_Picking_Hero"	"Đang chọn Tướng"
"DOTA_Scoreboard_Disconnected"	"Mất kết nối"
"DOTA_Tooltip_Ability_Next_Upgrade_Level"	"Lên cấp %s1 để nâng cấp tiếp"
"DOTA_Tooltip_Ability_Upgradable"	"Có thể nâng cấp"
"DOTA_Tooltip_ability_attribute_bonus"	"Thuộc tính tăng thêm"
"DOTA_Tooltip_ability_attribute_bonus_Description"	"Tăng tất cả chỉ số với mỗi điểm cộng vào"
"DOTA_Tooltip_ability_attribute_bonus_attribute_bonus_per_level"	"TĂNG THÊM:"
"DOTA_Tooltip_ability_default_attack"	"Tấn công"
"DOTA_Tooltip_ability_default_attack_Description"	"Sát thương gây ra bởi các đòn tấn công trực tiếp."
"DOTA_Tooltip_ability_fountain_glyph"	"Glyph of Fortification {s:glyph_hotkey}"
"DOTA_Tooltip_ability_fountain_glyph_Description"	"Khiến cho các công trình phe bạn trở nên bất khả xâm hại trong 5 giây. Hồi chiêu nếu có một trụ cấp 1 bị phá hủy."
"DOTA_Tooltip_ability_fountain_glyph_duration"	"THỜI GIAN:"
"DOTA_Tooltip_glyph_cooldown_ready"	"Sẵn sàng"
"DOTA_Tooltip_glyph_cooldown"	"Hồi trong: %s1"
"DOTA_Tooltip_ability_fountain_buyback"	"Mua lại"
"DOTA_Tooltip_ability_fountain_buyback_Description"	"Hồi sinh tướng của bạn ngay lập tức, với một giá nhất định."
"DOTA_Tooltip_ability_fountain_buyback_cost"	"TỐN:"
"DOTA_Tooltip_ability_backdoor_protection"	"Chống đánh lén"
"DOTA_Tooltip_ability_backdoor_protection_in_base"	"Chống đánh lén"
"DOTA_Tooltip_ability_courier_return_to_base"	"Trở về căn cứ"
"DOTA_Tooltip_ability_courier_return_to_base_Description"	"Đưa thú vận chuyển về lại căn cứ"
"DOTA_Tooltip_ability_courier_transfer_items"	"Chuyển vật phẩm"
"DOTA_Tooltip_ability_courier_transfer_items_Description"	"Chuyển vật phẩm đến tướng"
"DOTA_Tooltip_ability_courier_return_stash_items"	"Trả Vật phẩm"
"DOTA_Tooltip_ability_courier_return_stash_items_Description"	"Trả vật phẩm vào kho"
"DOTA_Tooltip_ability_courier_shield"	"Khiên"
"DOTA_Tooltip_ability_courier_shield_Description"	"Triệu gọi một lá chắn bảo vệ xung quanh thú vận chuyển"
