"lang"
{
"Language"	"pirate"
"DOTA_TutorialTitle_LaneIntro"	"Lanes o' Attack"
"DOTA_TutorialBody_LaneIntro"	"Thar be three main lanes towards yer rotten enemy's base. Let's move t' th' top one."
"DOTA_TutorialTask_MoveToTopLane"	"Order yer admiral to th' top lane.
"
"DOTA_TutorialTitle_BarracksIntro"	"Cabins"
"DOTA_TutorialBody_BarracksIntro"	"Each lane be havin' two cabins where yer crew's foot men, known as creeps, spawn at regular intervals. Creeps move towards yer foe's base an' attack yer foe's units an' buildings that be in thar path -- ye can't control them!"
"DOTA_TutorialTitle_LaningIntro"	"Th' war be startin'!"
"DOTA_TutorialBody_LaningIntro"	"A wave o' Radiant creeps is about t' spawn. Follow them int' combat t' provide ranged support. Try not t' get hit - ye be too important t' be takin' damage! When a wave o' creeps dies, it's best t' be backin' off t' regroup with th' next creep wave."
"DOTA_TutorialTitle_FindingYourHero"	"Locatin' Yer Admiral"
"DOTA_TutorialBody_FindingYourHero"	"If ye lose track o' yer admiral, ye can double-tap F1 or jab on yer admiral's portrait t' center th' spyglass on it."
"DOTA_TutorialTask_FollowCreeps"	"Follow yer creeps towards th' front line."
"DOTA_TutorialTitle_CombatIntro"	"War"
"DOTA_TutorialBody_CombatIntro"	"Thar be some combat up ahead. Remember t' be careful an' avoid gettin' hurt."
"DOTA_TutorialTitle_AttackingIntro"	"Attackin'"
"DOTA_TutorialBody_AttackingIntro"	"Ye can attack foes by right-jabbin' 'em (ye only need t' right-jab 'em once)."
"DOTA_TutorialTitle_BountiesIntro"	"Bounties"
"DOTA_TutorialBody_BountiesIntro"	"When ye get th' final blow on a unit or contraption ye get a bounty. Attack foes that're low on life an' try t' get th' bounty."
"DOTA_TutorialTask_LastHitCreeps"	"Earn bounties from killin' blows %s1/%s2"
"DOTA_TutorialTitle_SpendGold"	"Spendin' Yer Coins"
"DOTA_TutorialBody_SpendGold"	"Let's head back t' yer stronghold an' spend yer hard-earned coins. Right-jab on yer crew's stronghold in th' bottom left o' th' mini-map t' be headin' there."
"DOTA_TutorialTask_ReturnToShop"	"Head back t' yer stronghold t' shop"
"DOTA_TutorialTitle_BuyFromShop"	"Spendin' Coins: th' Market"
"DOTA_TutorialBody_BuyFromShop"	"Ye can use th' coins ye earn t' buy loot from th' market."
"DOTA_TutorialTitle_BuyFromShop2"	"Buyin' From th' Market"
"DOTA_TutorialBody_BuyFromShop2"	"Left-click on th' shop t' be viewin' th' loot that be fer sale. Double-click on th' town portal scroll and th' Blades of Attack t' be buyin' them."
"DOTA_TutorialTitle_CloseShop"	"Closin' th' Market"
"DOTA_TutorialBody_CloseShop"	"T' close th' market, ye can left-click th' X mark at th' top left, left-click anywhere outside th' market menu or be pressin' th' button near yer inventory. Th' market also automatically closes when ye walk out o' its purchase zone."
"DOTA_TutorialTask_BuyTPScroll"	"Buy two pieces o' loot from th' market."
"DOTA_TutorialTitle_TeleportIntro"	"Types o' Loot"
"DOTA_TutorialBody_TeleportIntro"	"Yer Blades o' Attack give off a passive damage bonus, whereas th' Town Porthole Scroll must be activated. Usin' a Town Porthole Scroll allows ye t' teleport t' any o' yer team's contraptions. This be critical t' save a good deal o' time."
"DOTA_TutorialTitle_UseItemIntro"	"Usin' th' Town Portal Scroll t' Teleport"
"DOTA_TutorialBody_UseItemIntro"	"T' use th' Town Portal Scroll, left-jab it then left-jab fer yer desired destination in th' mini-map. Teleport be a channelin' spell, so ye'd best be careful not t' interrupt it by givin' yer admiral some other command whilst ye cast it."
"DOTA_TutorialTask_UseTPScroll"	"Use yer Town Portal Scroll t' teleport."
"DOTA_TutorialTitle_StayInLane"	"Stayin' in Lane"
"DOTA_TutorialBody_StayInLane"	"Since ye earn experience an' coins from defeatin' foes 'tis important t' spend time in th' lane at th' beginnin' o' th' battle. Return t' yer lane t' get back int' combat."
"DOTA_TutorialTask_BackToCombat"	"Get back t' yer lane."
"DOTA_TutorialTitle_ExpIntro"	"Gainin' Experience"
"DOTA_TutorialBody_ExpIntro"	"When a foe perishes all nearby admirals on yer crew share th' experience. Try t' get enough experience t' gain a rank."
"DOTA_TutorialTask_GetALevel"	"Gain a rank by givin' yer crewmates a hand in killin' th' enemies who be a-comin'."
"DOTA_TutorialTitle_LevelIntro"	"Gainin' Ranks"
"DOTA_TutorialBody_LevelIntro"	"When ye earn a rank ye also be earnin' a tally t' spend on a skill."
"DOTA_TutorialTitle_AbilityIntro"	"Spendin' Skill Points"
"DOTA_TutorialBody_AbilityIntro"	"Ye can see what each skill can do by hoverin' th' mouse over its icon. Spend tallies t' earn ranks in skills by jabbin' on th' yellow bar beneath their icon. Rank up yer Ether Shock skill."
"DOTA_TutorialTask_BuyAbility"	"Spend a skill point t' be learnin' Ether Shock."
"DOTA_TutorialTitle_CastIntro"	"Usin' Skills"
"DOTA_TutorialBody_CastIntro"	"Th' Ether Shock ability does magical damage. It costs ye rum every time ye use it. Jab th' ability icon then left-jab where ye'd like to cast it."
"DOTA_TutorialTask_CastSpell"	"Use yer Ether Shock skill."
"DOTA_TutorialTitle_RazorIntro"	"Razor"
"DOTA_TutorialBody_RazorIntro"	"Th' scurvy dog's admiral Razor has joined th' battle for th' Dire crew. He be a master o' lightnin' witchery an' has th' awe inspirin' Plasma Field skill. He'll be goin' t' attack along th' top lane."
"DOTA_TutorialTitle_NewItems"	"New Loot"
"DOTA_TutorialBody_NewItems"	"Ye've earned a few pieces o' loot t' help ye in battle. Ye've tangos with an ABILITY t' eat a tree t' gain life. Ye also have a sense o' stubbornness that PASSIVELY increases yer regeneration."
"DOTA_TutorialTitle_AttackTower"	"Attackin' Crow's Nests"
"DOTA_TutorialBody_AttackTower"	"Crow nests have powerful attacks and a lot o' hitpoints. Attack with yer creeps and try t' destroy th' crow nest t' finish this tutorial! Retreat if yer creeps die and try t' keep yer health up!"
"DOTA_TutorialTask_KillTower"	"Destroy yer foe's crow's nest."
"DOTA_TutorialTitle_WinningIntro"	"Ye Be Victorious!"
"DOTA_TutorialBody_WinningIntro"	"Yo ho! Ye earn'd yer sea legs by completin' th' Basic Battle Concepts an' Controls guide, mate! Th' next guide'll run ye through a full battle - ye even get t' pick yer admiral!"
"DOTA_TutorialTitle_ChooseYourHero"	"Pickin' yer admiral"
"DOTA_TutorialBody_ChooseYourHero"	"Shadow Shaman be a fine admiral to find yer sea legs with. He has a ranged attack so ye can attack from th' edge of a battle with comfort. His Serpent Wards skill 'tis especially good for destroyin' crow's nests. Ye can complete this tutorial with any admiral, though."
"DOTA_TutorialTitle_PrepareForBattle"	"Preparin' fer a Fight"
"DOTA_TutorialBody_PrepareForBattle"	"When ye spawn int' a battle ye got one skill tally an' 603 coins t' acquire loot. Spend th' tally t' learn a skill. For this lesson we've enable'd auto-acquire so ye don't need t' worry about th' market, lassy."
"DOTA_TutorialTitle_AutoBuyIntro"	"Auto-Acquire"
"DOTA_TutorialBody_AutoBuyIntro"	"Auto-buy will aquire th' right items fer yer character. Ye will auto pick up yer loot when ye return t' th' fountain. If ye receive a note tellin' ye t' head t' th' black market, check th' minimap fer th' location. Head out once yer ready."
"DOTA_TutorialTask_MoveWhenReady"	"Move out when yer ready."
"DOTA_TutorialTitle_SpawningBots"	"Shipmates an' Enemies"
"DOTA_TutorialBody_SpawningBots"	"Fer this lesson ye be playin' against two computer-controlled landlubbers an' ye will be havin' one computer player on yer crew. Try t' push on th' yardarm lane t' th' Dire base an' kill the'r Ancient."
"DOTA_TutorialTask_DefeatAncient"	"Defeat th' Dire crew's Ancient."
"DOTA_TutorialTitle_DefeatEnemyAncient"	"Strikin' th' Foe"
"DOTA_TutorialBody_DefeatEnemyAncient"	"Th' enemy defenses be strong an' ye will need t' attack wi' multiple waves o' creeps t' brin' down each tower. Return t' yer ship when yer health be low or when ye wish t' buy new items."
"DOTA_TutorialTitle_Train_Pudge"	"Pudge Trainin'"
"DOTA_TutorialBody_Train_Pudge"	"Learn t' play Pudge, matey. Be killin' some bots in th' bottom lane."
"DOTA_TutorialTitle_Pudge_Goal"	"Murder some admirals!"
"DOTA_TutorialBody_Pudge_Goal"	"Gank th' ye foes two admirals in th' bottom lane. Try t' gain 5 admiral kills without dyin' more than 3 times."
"DOTA_TutorialTitle_LastHit"	"Last Hit / Deny Practice"
"DOTA_TutorialBody_LastHit"	"Try t' be gettin' as many last hits an' denies as ye can wthin th' time limit. Yer tally be a combo o' last hits, denies, an' 'ow much damage ye take."
"DOTA_TutorialTitle_RoundOne"	"Round One - Sniper"
"DOTA_TutorialTitle_RoundTwo"	"Round Two - Anti-Mage"
"DOTA_TutorialTitle_RoundThree"	"Round Three - Mirana"
"DOTA_TutorialTitle_RoundFour"	"Round Four - Crystal Maiden"
"DOTA_TutorialTitle_RoundFive"	"Round Five - Shadow Fiend"
"npc_dota_hero_queenofpain"	"Queen o' Pain"
"npc_dota_hero_antimage"	"Anti-Mage"
"npc_dota_hero_kunkka"	"Kunkka"
"npc_dota_hero_lina"	"Lina"
"npc_dota_hero_mirana"	"Mirana"
"npc_dota_hero_windrunner"	"Windranger"
"npc_dota_hero_slardar"	"Slardar"
"npc_dota_hero_lion"	"Lion"
"npc_dota_hero_phantom_assassin"	"Phantom Assassin"
"npc_dota_hero_tidehunter"	"Tidehunter"
"npc_dota_hero_witch_doctor"	"Witch Doctor"
"npc_dota_hero_vengefulspirit"	"Vengeful Spirit"
"npc_dota_hero_juggernaut"	"Juggernaut"
"npc_dota_hero_earthshaker"	"Earthshaker"
"npc_dota_hero_pudge"	"Pudge"
"npc_dota_hero_bane"	"Bane"
"npc_dota_hero_crystal_maiden"	"Crystal Maiden"
"npc_dota_hero_sven"	"Sven"
"npc_dota_hero_skeleton_king"	"Wraith King"
"npc_dota_hero_storm_spirit"	"Storm Spirit"
"npc_dota_hero_sand_king"	"Sand King"
"npc_dota_hero_nevermore"	"Shadow Fiend"
"npc_dota_hero_drow_ranger"	"Drow Ranger"
"npc_dota_hero_axe"	"Axe"
"npc_dota_hero_bloodseeker"	"Bloodseeker"
"npc_dota_hero_phantom_lancer"	"Phantom Lancer"
"npc_dota_hero_razor"	"Razor"
"npc_dota_hero_morphling"	"Morphling"
"npc_dota_hero_zuus"	"Zeus"
"npc_dota_hero_tiny"	"Tiny"
"npc_dota_hero_puck"	"Puck"
"npc_dota_hero_lich"	"Lich"
"npc_dota_hero_shadow_shaman"	"Shadow Shaman"
"npc_dota_hero_riki"	"Riki"
"npc_dota_hero_enigma"	"Enigma"
"npc_dota_hero_tinker"	"Tinker"
"npc_dota_hero_sniper"	"Sniper"
"npc_dota_hero_necrolyte"	"Necrophos"
"npc_dota_hero_warlock"	"Warlord"
"npc_dota_hero_beastmaster"	"Beastmaster"
"npc_dota_hero_venomancer"	"Venomancer"
"npc_dota_hero_faceless_void"	"Faceless Void"
"npc_dota_hero_death_prophet"	"Death Prophet"
"npc_dota_hero_pugna"	"Pugna"
"npc_dota_hero_templar_assassin"	"Templar Assassin"
"npc_dota_hero_viper"	"Viper"
"npc_dota_hero_luna"	"Luna"
"npc_dota_hero_dragon_knight"	"Dragon Knight"
"npc_dota_hero_dazzle"	"Dazzle"
"npc_dota_hero_rattletrap"	"Clockwerk"
"npc_dota_hero_leshrac"	"Leshrac"
"npc_dota_hero_furion"	"Nature's Prophet"
"npc_dota_hero_life_stealer"	"Lifestealer"
"npc_dota_hero_dark_seer"	"Dark Seer"
"npc_dota_hero_clinkz"	"Clinkz"
"npc_dota_hero_omniknight"	"Omniknight"
"npc_dota_hero_enchantress"	"Enchantress"
"npc_dota_hero_huskar"	"Huskar"
"npc_dota_hero_night_stalker"	"Night Stalker"
"npc_dota_hero_broodmother"	"Broodmother"
"npc_dota_hero_bounty_hunter"	"Bounty Hunter"
"npc_dota_hero_weaver"	"Weaver"
"npc_dota_hero_jakiro"	"Jakiro"
"npc_dota_hero_batrider"	"Batrider"
"npc_dota_hero_chen"	"Chen"
"npc_dota_hero_spectre"	"Spectre"
"npc_dota_hero_doom_bringer"	"Doom"
"npc_dota_hero_ancient_apparition"	"Ancient Apparition"
"npc_dota_hero_ursa"	"Ursa"
"npc_dota_hero_spirit_breaker"	"Spirit Breaker"
"npc_dota_hero_gyrocopter"	"Gyrocopter"
"npc_dota_hero_alchemist"	"Alchemist"
"npc_dota_hero_invoker"	"Invoker"
"npc_dota_hero_silencer"	"Silencer"
"random"	"Take a chance"
"dota_fountain"	"Fountain"
"npc_dota_creep"	"Creep"
"npc_dota_creep_lane"	"Lane Creep"
"npc_dota_creep_siege"	"Siege Engine"
"npc_dota_tower"	"Crow's Nest"
"npc_dota_barracks"	"Cabins"
"npc_dota_fort"	"Th' Old Pirate Ship"
"npc_dota_roshan"	"Th' Kraken"
"npc_dota_shadow_shaman_ward_1"	"Serpent Ward"
"npc_dota_shadow_shaman_ward_2"	"Serpent Ward"
"npc_dota_shadow_shaman_ward_3"	"Serpent Ward"
"npc_dota_necronomicon_warrior_1"	"Necronomicon Warrior"
"npc_dota_necronomicon_warrior_2"	"Necronomicon Warrior"
"npc_dota_necronomicon_warrior_3"	"Necronomicon Warrior"
"npc_dota_necronomicon_archer_1"	"Necronomicon Bowman"
"npc_dota_necronomicon_archer_2"	"Necronomicon Bowman"
"npc_dota_necronomicon_archer_3"	"Necronomicon Bowman"
"npc_dota_scout_hawk"	"Scout Hawk"
"npc_dota_greater_hawk"	"Greater Hawk"
"npc_dota_beastmaster_boar"	"Boar"
"npc_dota_beastmaster_greater_boar"	"Greater Boar"
"npc_dota_courier"	"Courier"
"npc_dota_flying_courier"	"Flyin' Courier"
"npc_dota_furion_treant"	"Treant"
"npc_dota_invoker_forged_spirit"	"Forged Ghost"
"npc_dota_dark_troll_warlord_skeleton_warrior"	"Skeleton Warrior"
"npc_dota_enraged_wildkin_tornado"	"Tornado"
"npc_dota_warlock_golem_1"	"Warlock Golem"
"npc_dota_warlock_golem_2"	"Warlock Golem"
"npc_dota_warlock_golem_3"	"Warlock Golem"
"npc_dota_warlock_golem_scepter_1"	"Warlock Golem"
"npc_dota_warlock_golem_scepter_2"	"Warlock Golem"
"npc_dota_warlock_golem_scepter_3"	"Warlock Golem"
"npc_dota_broodmother_spiderling"	"Spiderlin'"
"npc_dota_broodmother_spiderite"	"Spiderite"
"npc_dota_witch_doctor_death_ward"	"Death Ward"
"npc_dota_venomancer_plague_ward_1"	"Black Death"
"npc_dota_venomancer_plague_ward_2"	"Black Death"
"npc_dota_venomancer_plague_ward_3"	"Black Death"
"npc_dota_venomancer_plague_ward_4"	"Black Death"
"npc_dota_lesser_eidolon"	"Lesser Eidolon"
"npc_dota_eidolon"	"Eidolon"
"npc_dota_greater_eidolon"	"Greater Eidolon"
"npc_dota_dire_eidolon"	"Privateer Eidolon"
"npc_dota_rattletrap_cog"	"Power Cog"
"npc_dota_juggernaut_healing_ward"	"Healin' Ward"
"npc_dota_templar_assassin_psionic_trap"	"Psionic Trap"
"npc_dota_weaver_swarm"	"Beetle"
"npc_dota_pugna_nether_ward_1"	"Nether Ward"
"npc_dota_pugna_nether_ward_2"	"Nether Ward"
"npc_dota_pugna_nether_ward_3"	"Nether Ward"
"npc_dota_pugna_nether_ward_4"	"Nether Ward"
"npc_dota_observer_wards"	"Wayfarer Ward"
"npc_dota_sentry_wards"	"Sentry Ward"
"dota_unkown"	"Ain't Known"
"npc_dota_creep_badguys_melee"	"Close Combat Creep"
"npc_dota_creep_badguys_melee_upgraded_mega"	"Mega Close Combat Creep"
"npc_dota_creep_badguys_ranged"	"Ranged Creep"
"npc_dota_creep_badguys_ranged_upgraded_mega"	"Mega Ranged Creep"
"npc_dota_badguys_siege"	"Siege Creep"
"npc_dota_creep_goodguys_melee"	"Close Combat Creep"
"npc_dota_creep_goodguys_melee_upgraded_mega"	"Mega Close Combat Creep"
"npc_dota_creep_goodguys_ranged"	"Ranged Creep"
"npc_dota_creep_goodguys_ranged_upgraded_mega"	"Mega Ranged Creep"
"npc_dota_goodguys_siege"	"Siege Creep"
"npc_dota_neutral_kobold"	"Kobold"
"npc_dota_neutral_kobold_tunneler"	"Kobold Soldier"
"npc_dota_neutral_kobold_taskmaster"	"Kobold Foreman"
"npc_dota_neutral_centaur_outrunner"	"Centaur Courser"
"npc_dota_neutral_centaur_khan"	"Centaur Conqueror"
"npc_dota_neutral_fel_beast"	"Fell Spirit"
"npc_dota_neutral_polar_furbolg_champion"	"Hellbear"
"npc_dota_neutral_polar_furbolg_ursa_warrior"	"Hellbear Smasher"
"npc_dota_neutral_mud_golem"	"Mud Golem"
"npc_dota_neutral_ogre_mauler"	"Ogre Bruiser"
"npc_dota_neutral_ogre_magi"	"Ogre Frostmage"
"npc_dota_neutral_giant_wolf"	"Giant Wolf"
"npc_dota_neutral_alpha_wolf"	"Alpha Wolf"
"npc_dota_neutral_wildkin"	"Wildwing"
"npc_dota_neutral_enraged_wildkin"	"Wildwing Ripper"
"npc_dota_neutral_satyr_soulstealer"	"Satyr Mindstealer"
"npc_dota_neutral_satyr_hellcaller"	"Satyr Tormenter"
"npc_dota_neutral_satyr_trickster"	"Satyr Banisher"
"npc_dota_neutral_jungle_stalker"	"Ancient Stalker"
"npc_dota_neutral_elder_jungle_stalker"	"Ancient Primal Stalker"
"npc_dota_neutral_rock_golem"	"Ol' Rock Golem"
"npc_dota_neutral_granite_golem"	"Ol' Granite Golem"
"npc_dota_neutral_big_thunder_lizard"	"Ancient Thunderhide"
"npc_dota_neutral_small_thunder_lizard"	"Ancient Rumblehide"
"npc_dota_neutral_black_drake"	"Ancient Black Drake"
"npc_dota_neutral_black_dragon"	"Ol' Black Dragon"
"npc_dota_neutral_gnoll_assassin"	"Vhoul Assassin"
"npc_dota_neutral_ghost"	"Ghost"
"npc_dota_neutral_dark_troll"	"Hill Troll"
"npc_dota_neutral_dark_troll_warlord"	"Dark Troll Summoner"
"npc_dota_neutral_forest_troll_berserker"	"Hill Troll Berserker"
"npc_dota_neutral_forest_troll_high_priest"	"Hill Troll Priest"
"npc_dota_neutral_harpy_scout"	"Harpy Scout"
"npc_dota_neutral_harpy_storm"	"Harpy Stormcrafter"
"npc_dota_goodguys_tower1_top"	"Crow's Nest"
"npc_dota_goodguys_tower1_mid"	"Crow's Nest"
"npc_dota_goodguys_tower1_bot"	"Crow's Nest"
"npc_dota_goodguys_tower2_top"	"Crow's Nest"
"npc_dota_goodguys_tower2_mid"	"Crow's Nest"
"npc_dota_goodguys_tower2_bot"	"Crow's Nest"
"npc_dota_goodguys_tower3_top"	"Crow's Nest"
"npc_dota_goodguys_tower3_mid"	"Crow's Nest"
"npc_dota_goodguys_tower3_bot"	"Crow's Nest"
"npc_dota_goodguys_tower4"	"Crow's Nest"
"npc_dota_badguys_tower1_top"	"Crow's Nest"
"npc_dota_badguys_tower1_mid"	"Crow's Nest"
"npc_dota_badguys_tower1_bot"	"Crow's Nest"
"npc_dota_badguys_tower2_top"	"Crow's Nest"
"npc_dota_badguys_tower2_mid"	"Crow's Nest"
"npc_dota_badguys_tower2_bot"	"Crow's Nest"
"npc_dota_badguys_tower3_top"	"Crow's Nest"
"npc_dota_badguys_tower3_mid"	"Crow's Nest"
"npc_dota_badguys_tower3_bot"	"Crow's Nest"
"npc_dota_badguys_tower4"	"Crow's Nest"
"npc_dota_goodguys_melee_rax_top"	"Close Combat Cabins"
"npc_dota_goodguys_melee_rax_mid"	"Close Combat Cabins"
"npc_dota_goodguys_melee_rax_bot"	"Close Combat Cabins"
"npc_dota_badguys_melee_rax_top"	"Close Combat Cabins"
"npc_dota_badguys_melee_rax_mid"	"Close Combat Cabins"
"npc_dota_badguys_melee_rax_bot"	"Close Combat Cabins"
"npc_dota_goodguys_range_rax_top"	"Close Combat Cabins"
"npc_dota_goodguys_range_rax_mid"	"Close Combat Cabins"
"npc_dota_goodguys_range_rax_bot"	"Close Combat Cabins"
"npc_dota_badguys_range_rax_top"	"Ranged Cabins"
"npc_dota_badguys_range_rax_mid"	"Ranged Cabins"
"npc_dota_badguys_range_rax_bot"	"Ranged Cabins"
"npc_dota_goodguys_fort"	"Radiant's Ancient"
"npc_dota_badguys_fort"	"Dire's Ancient"
"npc_dota_goodguys_fillers"	"Contraption"
"npc_dota_badguys_fillers"	"Contraption"
"DOTA_Shop_Category_0_Hotkey"	"CONSUMABLES (%s1)"
"DOTA_Shop_Category_1_Hotkey"	"ATTRIBUTES (%s1)"
"DOTA_Shop_Category_2_Hotkey"	"ARMAMENTS (%s1)"
"DOTA_Shop_Category_3_Hotkey"	"ARCANE (%s1)"
"DOTA_Shop_Category_4_Hotkey"	"COMMON (%s1)"
"DOTA_Shop_Category_5_Hotkey"	"SUPPORT (%s1)"
"DOTA_Shop_Category_6_Hotkey"	"CASTER (%s1)"
"DOTA_Shop_Category_7_Hotkey"	"WEAPONRY (%s1)"
"DOTA_Shop_Category_8_Hotkey"	"ARMOR (%s1)"
"DOTA_Shop_Category_9_Hotkey"	"RELICS (%s1)"
"DOTA_Shop_Category_10_Hotkey"	"PAGE 1 (%s1)"
"DOTA_Shop_Category_11_Hotkey"	"PAGE 2 (%s1)"
"DOTA_Shop_Category_12_Hotkey"	"BLACK MARKET (%s1)"
"DOTA_Shop_Category_0"	"CONSUMABLES"
"DOTA_Shop_Category_1"	"ATTRIBUTES"
"DOTA_Shop_Category_2"	"ARMAMENTS"
"DOTA_Shop_Category_3"	"ARCANE"
"DOTA_Shop_Category_4"	"COMMON"
"DOTA_Shop_Category_5"	"SUPPORT"
"DOTA_Shop_Category_6"	"CASTER"
"DOTA_Shop_Category_7"	"WEAPONRY"
"DOTA_Shop_Category_8"	"ARMOR"
"DOTA_Shop_Category_9"	"RELICS"
"DOTA_Shop_Category_10"	"PAGE 1"
"DOTA_Shop_Category_11"	"PAGE 2"
"DOTA_Shop_Category_12"	"BLACK MARKET"
"DOTA_SHOP_CATEGORY_CONSUMABLES"	"Consumables"
"DOTA_SHOP_CATEGORY_ATTACK"	"Attack"
"DOTA_SHOP_CATEGORY_DEFENSE"	"Defense"
"DOTA_SHOP_CATEGORY_ABILITIES"	"Abilities"
"DOTA_SHOP_CATEGORY_MOVEMENT"	"Movement"
"DOTA_SHOP_CATEGORY_ATTRIBUTES"	"Attributes"
"DOTA_SHOP_CATEGORY_UNIQUES"	"Uniques"
"DOTA_SHOP_FILTERS"	"FILTERS"
"DOTA_SHOP_FILTER_BY"	"FILTER BY:"
"DOTA_SHOP_ITEMS"	"LOOT"
"DOTA_SHOP_CLOSE"	"X SHUT"
"DOTA_SHOP_DETAILS_ADD_TO_QUICK"	"ADD T' QUICK BUY"
"DOTA_SHOP_DETAILS_UPGRADE"	"UPGRADE LOOT"
"DOTA_SHOP_DETAILS_PURCHASE"	"ACQUIRE LOOT"
"DOTA_SHOP_DETAILS_COMPLETE"	"FINISH"
"DOTA_SHOP_QUICK_BUY"	"QUICK BUY:"
"DOTA_SHOP_STASH"	"LOOT IN STASH:"
"DOTA_Shop_Search_Results_Partial"	"'%s1' o' '%s2' pieces o' loot that be matchin' yer search:"
"DOTA_Shop_Search_Results"	"Pieces o' loot that be matchin' yer scour:"
"DOTA_SHOP_TAG_ALL"	"ALL"
"DOTA_SHOP_TAG_CONSUMABLE"	"Consumable"
"DOTA_SHOP_TAG_DAMAGE"	"Damage"
"DOTA_SHOP_TAG_ATTACK_SPEED"	"Attack Speed"
"DOTA_SHOP_TAG_CRIT_CHANCE"	"Critical Chance"
"DOTA_SHOP_TAG_ARMOR"	"Armor"
"DOTA_SHOP_TAG_EVASION"	"Dodge"
"DOTA_SHOP_TAG_MOVE_SPEED"	"Movement Speed"
"DOTA_SHOP_TAG_TELEPORT"	"Teleport"
"DOTA_SHOP_TAG_SEE_INVIS"	"See th' unseen"
"DOTA_SHOP_TAG_COURIER"	"Courier"
"DOTA_SHOP_TAG_STR"	"Might"
"DOTA_SHOP_TAG_INT"	"Wits"
"DOTA_SHOP_TAG_AGI"	"Nimbleness"
"DOTA_SHOP_TAG_REGEN_HEALTH"	"Life Refill"
"DOTA_SHOP_TAG_REGEN_MANA"	"Rum Refill"
"DOTA_SHOP_TAG_BLOCK"	"Block Damage"
"DOTA_SHOP_TAG_LIFESTEAL"	"Lifesteal"
"DOTA_SHOP_TAG_BOOST_HEALTH"	"Increase Life"
"DOTA_SHOP_TAG_BOOST_MANA"	"Boost Rum"
"DOTA_SHOP_TAG_BOOST_ARMOR"	"Temper Armor"
"DOTA_SHOP_TAG_MANA_POOL"	"Rum Pool"
"DOTA_SHOP_TAG_HEALTH_POOL"	"Life Pool"
"DOTA_SHOP_TAG_HARD_TO_TAG"	"Hard pieces o' loot t' categorize"
"DOTA_SHOP_TAG_UNIQUE"	"Unique"
"DOTA_SHOP_TAG_TUTORIAL"	"Guide"
"DOTA_Item_Build_Test_Title"	"Try Out Loot Build"
"DOTA_Item_Build_Starting_Items"	"Startin' Loot"
"DOTA_Item_Build_Early_Game"	"Early Venturin'"
"DOTA_Item_Build_Core_Items"	"Core Loot"
"DOTA_Item_Build_Luxury"	"Situational Loot"
"DOTA_GOLD"	"Coin"
"DOTA_XP"	"XP"
"DOTA_EXCLAMATION"	"!"
"DOTA_PLUS"	"+"
"DOTA_DAMAGE"	"DAMAGE"
"DOTA_BONUS"	"+%s1"
"DOTA_PENALTY"	"-%s1"
"DOTA_MISS"	"Miss!"
"DOTA_EVADE"	"Dodge!"
"DOTA_Inventory"	"Chest"
"DOTA_InventoryOverflow"	"Overflow"
